time,open,high,low,close,tick_volume,spread,real_volume
2026-04-17 10:00:00,4785.06,4794.76,4778.71,4784.36,16266,4,0
2026-04-17 11:00:00,4784.36,4796.89,4780.88,4795.93,14893,4,0
2026-04-17 12:00:00,4795.93,4800.9,4790.07,4790.37,14044,4,0
2026-04-17 13:00:00,4790.37,4793.94,4782.27,4787.36,13079,4,0
2026-04-17 14:00:00,4787.37,4811.85,4783.57,4799.12,15213,4,0
2026-04-17 15:00:00,4799.11,4847.65,4797.66,4846.36,29191,4,0
2026-04-17 16:00:00,4846.36,4889.64,4834.89,4880.3,44425,4,0
2026-04-17 17:00:00,4880.34,4885.48,4860.81,4872.94,30369,4,0
2026-04-17 18:00:00,4872.97,4880.54,4854.72,4867.55,27685,4,0
2026-04-17 19:00:00,4867.55,4873.51,4863.6,4866.97,18125,4,0
2026-04-17 20:00:00,4866.97,4869.57,4853.68,4862.63,20719,4,0
2026-04-17 21:00:00,4862.63,4868.1,4855.92,4858.26,18294,4,0
2026-04-17 22:00:00,4858.24,4861.28,4852.71,4854.44,16796,4,0
2026-04-20 01:00:00,4770.66,4795.3,4757.97,4779.37,20712,4,0
2026-04-20 02:00:00,4779.37,4779.45,4736.93,4755.1,20143,4,0
2026-04-20 03:00:00,4755.1,4774.3,4744.68,4772.48,20014,4,0
2026-04-20 04:00:00,4772.48,4814.44,4771.38,4807.74,26206,4,0
2026-04-20 05:00:00,4807.74,4809.08,4793.16,4797.36,16070,4,0
2026-04-20 06:00:00,4797.36,4798.44,4788.74,4790.83,12162,4,0
2026-04-20 07:00:00,4791.06,4795.65,4787.08,4788.81,8930,4,0
2026-04-20 08:00:00,4788.83,4796.05,4779.64,4790.81,17804,4,0
2026-04-20 09:00:00,4790.81,4795.41,4783.94,4795.41,18316,4,0
2026-04-20 10:00:00,4795.4,4805.74,4786.84,4789.72,19312,4,0
2026-04-20 11:00:00,4789.72,4796.21,4786.12,4796.17,14056,4,0
2026-04-20 12:00:00,4796.17,4797.87,4783.52,4791.65,14019,4,0
2026-04-20 13:00:00,4791.65,4800.99,4789.97,4795.81,11599,4,0
2026-04-20 14:00:00,4795.81,4810.83,4786.6,4810.49,16380,4,0
2026-04-20 15:00:00,4810.49,4822.08,4799.18,4803.45,23539,4,0
2026-04-20 16:00:00,4803.46,4826.29,4799.65,4817.94,29957,4,0
2026-04-20 17:00:00,4817.94,4827.61,4792.58,4805.38,32860,4,0
2026-04-20 18:00:00,4805.38,4809.49,4792.96,4799.68,29351,4,0
2026-04-20 19:00:00,4799.69,4806.36,4792.84,4805.53,17222,4,0
2026-04-20 20:00:00,4805.53,4812.16,4803.9,4806.74,16288,4,0
2026-04-20 21:00:00,4806.74,4816.57,4806.74,4814.08,18117,4,0
2026-04-20 22:00:00,4814.08,4821.38,4810.58,4814.3,13112,4,0
2026-04-21 01:00:00,4820.29,4833.24,4820.11,4827.62,11337,4,0
2026-04-21 02:00:00,4827.62,4831.7,4819.74,4821.74,7667,4,0
2026-04-21 03:00:00,4821.86,4830.75,4816.89,4823.97,15323,4,0
2026-04-21 04:00:00,4823.97,4824.59,4805.75,4810.22,17312,4,0
2026-04-21 05:00:00,4810.21,4810.42,4802.47,4806.86,13594,4,0
2026-04-21 06:00:00,4806.86,4807.7,4792.56,4797.12,13317,4,0
2026-04-21 07:00:00,4797.12,4797.78,4788.67,4789.11,9748,4,0
2026-04-21 08:00:00,4789.11,4797.0,4783.27,4784.18,14745,4,0
2026-04-21 09:00:00,4784.18,4790.64,4774.55,4778.77,19461,4,0
2026-04-21 10:00:00,4778.33,4792.62,4772.65,4786.03,16554,4,0
2026-04-21 11:00:00,4786.03,4793.1,4774.73,4785.95,16627,4,0
2026-04-21 12:00:00,4785.95,4789.65,4781.23,4783.72,14667,4,0
2026-04-21 13:00:00,4783.72,4790.47,4780.9,4789.79,12032,4,0
2026-04-21 14:00:00,4789.79,4797.95,4775.39,4794.66,17072,4,0
2026-04-21 15:00:00,4794.68,4796.98,4766.62,4778.72,23725,4,0
2026-04-21 16:00:00,4778.71,4794.39,4760.88,4779.22,32226,4,0
2026-04-21 17:00:00,4779.24,4782.58,4723.72,4739.04,38603,4,0
2026-04-21 18:00:00,4739.02,4757.61,4727.73,4741.56,35529,4,0
2026-04-21 19:00:00,4741.53,4746.96,4708.13,4711.08,32531,4,0
2026-04-21 20:00:00,4711.08,4722.17,4696.9,4710.98,35275,4,0
2026-04-21 21:00:00,4710.98,4714.65,4692.36,4709.25,33222,4,0
2026-04-21 22:00:00,4709.25,4715.12,4668.29,4679.43,30165,4,0
2026-04-22 01:00:00,4718.65,4728.95,4715.58,4719.62,9505,4,0
2026-04-22 02:00:00,4719.57,4740.56,4718.12,4738.09,10976,4,0
2026-04-22 03:00:00,4738.09,4747.47,4738.09,4739.84,14403,4,0
2026-04-22 04:00:00,4739.81,4754.67,4735.93,4752.23,18995,4,0
2026-04-22 05:00:00,4752.23,4758.77,4750.18,4755.75,12380,4,0
2026-04-22 06:00:00,4755.75,4765.05,4753.06,4758.25,11619,4,0
2026-04-22 07:00:00,4758.25,4759.7,4752.29,4754.6,9310,4,0
2026-04-22 08:00:00,4754.62,4772.07,4752.23,4767.73,16471,4,0
2026-04-22 09:00:00,4767.73,4767.83,4758.91,4767.69,13383,4,0
2026-04-22 10:00:00,4767.69,4772.35,4759.64,4760.71,14640,4,0
2026-04-22 11:00:00,4760.69,4762.31,4751.81,4757.02,15243,4,0
2026-04-22 12:00:00,4757.02,4762.48,4752.44,4755.17,14329,4,0
2026-04-22 13:00:00,4755.17,4760.17,4745.73,4759.23,14705,4,0
2026-04-22 14:00:00,4759.23,4760.79,4747.86,4750.34,14488,4,0
2026-04-22 15:00:00,4750.34,4760.11,4742.86,4744.22,18553,4,0
2026-04-22 16:00:00,4744.2,4760.98,4736.28,4752.96,31570,4,0
2026-04-22 17:00:00,4752.81,4757.48,4729.91,4736.05,29852,4,0
2026-04-22 18:00:00,4736.03,4740.16,4724.95,4727.66,24463,4,0
2026-04-22 19:00:00,4727.66,4734.97,4723.73,4728.68,18981,4,0
2026-04-22 20:00:00,4728.75,4739.58,4728.53,4737.17,17227,4,0
2026-04-22 21:00:00,4737.17,4749.36,4729.88,4741.72,15187,4,0
2026-04-22 22:00:00,4741.74,4745.35,4736.87,4740.12,15814,4,0
2026-04-23 01:00:00,4739.42,4745.71,4725.7,4726.0,7508,4,0
2026-04-23 02:00:00,4726.0,4729.87,4723.41,4727.87,8428,4,0
2026-04-23 03:00:00,4727.89,4753.62,4694.14,4747.88,29194,4,0
2026-04-23 04:00:00,4747.87,4749.96,4722.52,4723.48,22751,4,0
2026-04-23 05:00:00,4723.48,4724.72,4698.19,4698.89,24902,4,0
2026-04-23 06:00:00,4698.89,4708.66,4698.15,4703.95,18220,4,0
2026-04-23 07:00:00,4703.95,4707.06,4698.69,4704.48,10873,4,0
2026-04-23 08:00:00,4704.5,4715.32,4692.6,4713.46,17860,4,0
2026-04-23 09:00:00,4713.46,4721.18,4708.69,4712.97,17206,4,0
2026-04-23 10:00:00,4712.96,4720.64,4702.99,4719.11,18580,4,0
2026-04-23 11:00:00,4719.11,4724.78,4701.59,4703.3,17478,4,0
2026-04-23 12:00:00,4703.3,4703.65,4694.76,4697.54,17610,4,0
2026-04-23 13:00:00,4697.54,4701.68,4684.31,4696.58,19007,4,0
2026-04-23 14:00:00,4696.58,4720.92,4695.63,4720.65,18772,4,0
2026-04-23 15:00:00,4720.69,4743.13,4719.73,4740.22,27623,4,0
2026-04-23 16:00:00,4740.22,4741.24,4724.06,4724.4,27233,4,0
2026-04-23 17:00:00,4724.4,4736.82,4717.01,4733.65,29452,4,0
2026-04-23 18:00:00,4733.65,4740.89,4716.38,4720.67,24326,4,0
2026-04-23 19:00:00,4720.67,4737.16,4715.56,4732.95,18921,4,0
2026-04-23 20:00:00,4732.95,4734.54,4664.33,4709.31,42641,4,0
2026-04-23 21:00:00,4709.32,4722.32,4699.26,4701.1,26813,4,0
2026-04-23 22:00:00,4701.1,4704.56,4689.39,4696.13,24653,4,0
2026-04-24 01:00:00,4694.05,4702.05,4689.98,4693.2,8025,4,0
2026-04-24 02:00:00,4693.13,4700.77,4686.73,4695.43,11157,4,0
2026-04-24 03:00:00,4695.43,4707.85,4690.91,4704.62,18690,4,0
2026-04-24 04:00:00,4704.61,4711.05,4690.29,4699.59,23072,4,0
2026-04-24 05:00:00,4699.6,4700.73,4673.14,4676.72,20478,4,0
2026-04-24 06:00:00,4676.72,4678.32,4668.67,4672.16,17105,4,0
2026-04-24 07:00:00,4672.14,4676.86,4657.74,4674.49,15278,4,0
2026-04-24 08:00:00,4674.51,4687.36,4669.67,4686.41,16309,4,0
2026-04-24 09:00:00,4686.41,4688.08,4666.76,4671.83,18258,4,0
2026-04-24 10:00:00,4671.83,4695.32,4671.04,4694.53,14343,4,0
2026-04-24 11:00:00,4694.53,4697.4,4685.1,4690.83,16708,4,0
2026-04-24 12:00:00,4690.83,4696.75,4679.28,4682.11,16177,4,0
2026-04-24 13:00:00,4682.11,4686.19,4674.56,4677.78,14142,4,0
2026-04-24 14:00:00,4677.78,4717.24,4677.73,4706.88,27274,4,0
2026-04-24 15:00:00,4706.91,4711.76,4690.39,4700.73,22522,4,0
2026-04-24 16:00:00,4700.96,4717.51,4689.68,4711.65,27254,4,0
2026-04-24 17:00:00,4711.65,4740.29,4706.82,4726.39,33652,4,0
2026-04-24 18:00:00,4726.39,4733.6,4714.74,4727.09,27869,4,0
2026-04-24 19:00:00,4727.09,4729.69,4719.04,4726.89,22429,4,0
2026-04-24 20:00:00,4726.89,4730.13,4718.94,4723.34,20212,4,0
2026-04-24 21:00:00,4723.34,4724.79,4716.61,4722.69,16202,4,0
2026-04-24 22:00:00,4722.7,4726.06,4713.66,4716.45,16445,4,0
2026-04-27 01:00:00,4698.27,4699.83,4679.96,4684.69,12650,4,0
2026-04-27 02:00:00,4684.69,4684.89,4674.81,4679.96,11059,4,0
2026-04-27 03:00:00,4679.96,4698.2,4672.06,4697.77,16162,4,0
2026-04-27 04:00:00,4697.78,4709.69,4690.81,4702.74,23918,4,0
2026-04-27 05:00:00,4702.74,4723.5,4696.24,4718.29,17309,4,0
2026-04-27 06:00:00,4718.21,4729.44,4714.49,4724.17,13887,4,0
2026-04-27 07:00:00,4724.17,4730.11,4722.78,4725.02,9736,4,0
2026-04-27 08:00:00,4725.04,4725.53,4708.8,4710.03,15717,4,0
2026-04-27 09:00:00,4710.04,4715.64,4709.24,4712.83,17600,4,0
2026-04-27 10:00:00,4712.85,4718.4,4710.07,4713.37,16770,4,0
