time,open,high,low,close,tick_volume,spread,real_volume
2026-04-23 08:00:00,1.17001,1.17069,1.16986,1.17069,2338,2,0
2026-04-23 09:00:00,1.17069,1.1709100000000001,1.17018,1.17035,2807,0,0
2026-04-23 10:00:00,1.17035,1.17119,1.16949,1.17024,4518,0,0
2026-04-23 11:00:00,1.17024,1.17052,1.16952,1.17015,3691,0,0
2026-04-23 12:00:00,1.17015,1.17023,1.16891,1.16936,4030,0,0
2026-04-23 13:00:00,1.16936,1.16961,1.16791,1.16822,4374,0,0
2026-04-23 14:00:00,1.16824,1.16977,1.16781,1.16904,4653,0,0
2026-04-23 15:00:00,1.1690800000000001,1.16981,1.16855,1.16919,6645,0,0
2026-04-23 16:00:00,1.16921,1.16967,1.16831,1.1691,6510,0,0
2026-04-23 17:00:00,1.1691,1.17164,1.16868,1.17104,6810,0,0
2026-04-23 18:00:00,1.17106,1.17154,1.17004,1.17033,6034,0,0
2026-04-23 19:00:00,1.17033,1.17054,1.16975,1.17021,3678,0,0
2026-04-23 20:00:00,1.17021,1.17027,1.16687,1.16916,11310,0,0
2026-04-23 21:00:00,1.16932,1.16999,1.16878,1.16893,7242,0,0
2026-04-23 22:00:00,1.16893,1.16902,1.1679599999999999,1.16865,4214,0,0
2026-04-23 23:00:00,1.16864,1.16867,1.16799,1.16829,1617,3,0
2026-04-24 00:00:00,1.16821,1.16887,1.16773,1.16855,1651,0,0
2026-04-24 01:00:00,1.16855,1.16864,1.16844,1.16855,777,3,0
2026-04-24 02:00:00,1.16855,1.16858,1.16818,1.16833,738,1,0
2026-04-24 03:00:00,1.16833,1.16885,1.16812,1.16853,2475,1,0
2026-04-24 04:00:00,1.16853,1.16886,1.16811,1.16885,2277,1,0
2026-04-24 05:00:00,1.16885,1.16894,1.16768,1.16789,1744,0,0
2026-04-24 06:00:00,1.16789,1.16799,1.16716,1.1678,1794,1,0
2026-04-24 07:00:00,1.1678,1.16815,1.1675200000000001,1.16787,1971,0,0
2026-04-24 08:00:00,1.16787,1.16831,1.16753,1.1682,2018,1,0
2026-04-24 09:00:00,1.1682,1.16837,1.16769,1.16784,2774,0,0
2026-04-24 10:00:00,1.16783,1.16937,1.16758,1.1690800000000001,3587,0,0
2026-04-24 11:00:00,1.1690800000000001,1.16958,1.16829,1.16898,4706,0,0
2026-04-24 12:00:00,1.16898,1.1690800000000001,1.16832,1.16864,3240,0,0
2026-04-24 13:00:00,1.16864,1.17035,1.16845,1.17032,2631,0,0
2026-04-24 14:00:00,1.17032,1.17184,1.17019,1.17144,7531,0,0
2026-04-24 15:00:00,1.17144,1.17174,1.17013,1.17087,4974,0,0
2026-04-24 16:00:00,1.17089,1.1712500000000001,1.16985,1.17068,5554,0,0
2026-04-24 17:00:00,1.17068,1.17168,1.17002,1.17059,7133,0,0
2026-04-24 18:00:00,1.17059,1.17198,1.17005,1.17167,6135,0,0
2026-04-24 19:00:00,1.17166,1.17197,1.17123,1.1719,3900,0,0
2026-04-24 20:00:00,1.1719,1.17211,1.1711,1.17134,3464,0,0
2026-04-24 21:00:00,1.17135,1.17196,1.17105,1.17177,2638,0,0
2026-04-24 22:00:00,1.17177,1.17209,1.17145,1.17185,2674,1,0
2026-04-24 23:00:00,1.17184,1.17229,1.17154,1.17195,1985,0,0
2026-04-27 00:00:00,1.1693500000000001,1.1709100000000001,1.16852,1.17078,691,0,0
2026-04-27 01:00:00,1.17078,1.1712,1.1703999999999999,1.17078,1027,2,0
2026-04-27 02:00:00,1.17078,1.17094,1.17049,1.17054,934,1,0
2026-04-27 03:00:00,1.17055,1.1717,1.17055,1.17159,2085,0,0
2026-04-27 04:00:00,1.17159,1.17268,1.17155,1.17241,3513,0,0
2026-04-27 05:00:00,1.17241,1.17282,1.17193,1.17264,1716,2,0
2026-04-27 06:00:00,1.17264,1.17325,1.17262,1.17294,1644,0,0
2026-04-27 07:00:00,1.17294,1.17315,1.17241,1.17266,1323,1,0
2026-04-27 08:00:00,1.17266,1.17279,1.17212,1.1722299999999999,1906,1,0
2026-04-27 09:00:00,1.1722299999999999,1.17297,1.17165,1.17292,2864,0,0
2026-04-27 10:00:00,1.17292,1.1745,1.17287,1.17439,3994,0,0
2026-04-27 11:00:00,1.17438,1.17508,1.17387,1.17484,4744,0,0
2026-04-27 12:00:00,1.17484,1.17508,1.17403,1.17422,2759,1,0
2026-04-27 13:00:00,1.17422,1.17477,1.17383,1.17459,2663,0,0
2026-04-27 14:00:00,1.17459,1.1747,1.1736900000000001,1.17412,3056,0,0
2026-04-27 15:00:00,1.17412,1.17549,1.17401,1.17443,4573,0,0
2026-04-27 16:00:00,1.17447,1.17539,1.17349,1.17399,5548,0,0
2026-04-27 17:00:00,1.17399,1.17481,1.17329,1.17359,5685,0,0
2026-04-27 18:00:00,1.1736,1.17367,1.17286,1.17306,3981,0,0
2026-04-27 19:00:00,1.17306,1.17338,1.17242,1.1726,2635,0,0
2026-04-27 20:00:00,1.1726,1.17299,1.17194,1.17231,2702,0,0
2026-04-27 21:00:00,1.17231,1.1724700000000001,1.17183,1.17199,1742,1,0
2026-04-27 22:00:00,1.17199,1.17258,1.1719,1.17204,1847,0,0
2026-04-27 23:00:00,1.17204,1.17231,1.17194,1.17203,967,2,0
2026-04-28 00:00:00,1.17204,1.17243,1.17188,1.17209,277,6,0
2026-04-28 01:00:00,1.17209,1.17231,1.17192,1.17221,901,3,0
2026-04-28 02:00:00,1.17221,1.1723,1.17199,1.17229,635,2,0
2026-04-28 03:00:00,1.1723,1.17269,1.17157,1.17188,2174,1,0
2026-04-28 04:00:00,1.17187,1.17187,1.17112,1.17127,1858,2,0
2026-04-28 05:00:00,1.17127,1.17135,1.17076,1.17081,1733,0,0
2026-04-28 06:00:00,1.17081,1.17178,1.17076,1.17133,2126,0,0
2026-04-28 07:00:00,1.17133,1.17163,1.17105,1.17124,1547,1,0
2026-04-28 08:00:00,1.17124,1.17132,1.17047,1.17059,1921,0,0
2026-04-28 09:00:00,1.17057,1.1708,1.16859,1.16875,4009,0,0
2026-04-28 10:00:00,1.16875,1.17007,1.16853,1.16965,4491,0,0
2026-04-28 11:00:00,1.16966,1.17077,1.16948,1.17021,4561,0,0
2026-04-28 12:00:00,1.17021,1.17021,1.16855,1.16922,4262,0,0
2026-04-28 13:00:00,1.16923,1.16957,1.16895,1.16931,3244,0,0
2026-04-28 14:00:00,1.16931,1.16993,1.16816,1.16829,4732,0,0
2026-04-28 15:00:00,1.16829,1.16998,1.16773,1.16968,5880,0,0
2026-04-28 16:00:00,1.1697,1.17037,1.16878,1.16974,6724,0,0
2026-04-28 17:00:00,1.16974,1.17032,1.16894,1.17009,7048,0,0
2026-04-28 18:00:00,1.17008,1.17156,1.17008,1.17136,5881,0,0
2026-04-28 19:00:00,1.17136,1.17169,1.17047,1.17105,3773,0,0
2026-04-28 20:00:00,1.17105,1.17176,1.17053,1.17135,2875,0,0
2026-04-28 21:00:00,1.17135,1.17161,1.17103,1.17115,2475,0,0
2026-04-28 22:00:00,1.17115,1.1715200000000001,1.17057,1.17097,1912,0,0
2026-04-28 23:00:00,1.17096,1.17149,1.17086,1.1712,1194,2,0
2026-04-29 00:00:00,1.17108,1.1715200000000001,1.17097,1.17127,481,10,0
2026-04-29 01:00:00,1.1712799999999999,1.1718,1.1712799999999999,1.17155,1132,2,0
2026-04-29 02:00:00,1.17155,1.17175,1.17143,1.17174,588,1,0
2026-04-29 03:00:00,1.17175,1.17205,1.17143,1.17155,1321,1,0
2026-04-29 04:00:00,1.17155,1.1716,1.17061,1.17119,3216,1,0
2026-04-29 05:00:00,1.17119,1.17167,1.17062,1.1707,1880,1,0
2026-04-29 06:00:00,1.1707,1.17107,1.17038,1.17049,1421,1,0
2026-04-29 07:00:00,1.1705,1.17076,1.17034,1.17055,1080,0,0
2026-04-29 08:00:00,1.17055,1.17058,1.16975,1.16995,1690,0,0
