time,type,level
2024-07-17 16:45:00,Bullish BOS,2482.36
2024-07-17 18:00:00,Bearish BOS,2461.91
2024-07-17 16:45:00,Bullish BOS,2478.77
2024-07-17 17:45:00,Bearish BOS,2466.59
2024-08-16 15:45:00,Bullish BOS,2483.54
2024-07-17 20:45:00,Bearish BOS,2452.73
2024-07-18 21:30:00,Bearish BOS,2451.36
2024-07-18 02:00:00,Bullish BOS,2460.28
2024-07-18 09:15:00,Bullish BOS,2468.9
2024-08-13 02:45:00,Bullish BOS,2474.8
2024-07-18 19:30:00,Bearish BOS,2457.49
2024-08-02 15:30:00,Bullish BOS,2469.8
2024-07-18 21:30:00,Bearish BOS,2451.71
2024-07-19 03:00:00,Bearish BOS,2440.23
2024-07-19 09:00:00,Bearish BOS,2420.33
2024-07-19 13:00:00,Bearish BOS,2412.82
2024-07-19 14:45:00,Bearish BOS,2410.62
2024-07-22 15:30:00,Bearish BOS,2393.71
2024-07-22 01:15:00,Bullish BOS,2408.31
2024-07-22 15:00:00,Bearish BOS,2395.54
2024-07-24 04:00:00,Bullish BOS,2411.86
2024-07-24 05:15:00,Bullish BOS,2412.04
2024-07-22 08:45:00,Bearish BOS,2403.22
2024-07-22 08:45:00,Bearish BOS,2403.1
2024-07-22 17:15:00,Bearish BOS,2388.7
2024-07-25 04:30:00,Bearish BOS,2383.71
2024-07-23 11:45:00,Bullish BOS,2403.88
2024-07-24 04:00:00,Bullish BOS,2411.91
2024-07-24 09:00:00,Bullish BOS,2418.28
2024-07-24 15:45:00,Bullish BOS,2419.1
2024-07-24 20:45:00,Bearish BOS,2409.7
2024-07-31 21:30:00,Bullish BOS,2431.9
2024-07-25 04:15:00,Bearish BOS,2392.92
2024-07-25 15:00:00,Bearish BOS,2366.66
2024-07-25 13:45:00,Bullish BOS,2378.65
2024-07-25 15:00:00,Bearish BOS,2365.74
2024-07-25 13:45:00,Bullish BOS,2377.48
2024-07-25 14:30:00,Bearish BOS,2370.38
2024-07-26 17:00:00,Bullish BOS,2382.4
2024-07-25 17:00:00,Bearish BOS,2362.68
2024-07-25 20:15:00,Bearish BOS,2357.92
2024-07-25 20:15:00,Bearish BOS,2357.43
2024-07-26 16:30:00,Bullish BOS,2379.18
2024-07-26 15:30:00,Bullish BOS,2375.21
2024-07-29 01:00:00,Bullish BOS,2390.68
2024-07-30 20:15:00,Bullish BOS,2403.05
2024-07-29 17:30:00,Bearish BOS,2385.36
2024-07-30 19:45:00,Bullish BOS,2396.62
2024-08-05 15:15:00,Bearish BOS,2369.54
2024-07-30 06:45:00,Bullish BOS,2385.34
2024-08-05 15:15:00,Bearish BOS,2376.36
2024-07-30 16:15:00,Bullish BOS,2391.9
2024-07-30 19:45:00,Bullish BOS,2397.62
2024-08-05 15:15:00,Bearish BOS,2383.33
2024-07-30 23:15:00,Bullish BOS,2410.75
2024-07-31 06:00:00,Bullish BOS,2412.64
2024-07-31 16:45:00,Bullish BOS,2425.4
2024-07-31 21:30:00,Bullish BOS,2428.93
2024-08-01 04:00:00,Bullish BOS,2450.8
2024-08-02 06:00:00,Bullish BOS,2458.26
2024-08-01 11:15:00,Bearish BOS,2437.22
2024-08-02 18:00:00,Bearish BOS,2430.12
2024-08-02 08:45:00,Bullish BOS,2462.17
2024-08-02 17:45:00,Bearish BOS,2434.76
2024-08-02 05:45:00,Bullish BOS,2452.19
2024-08-02 15:30:00,Bullish BOS,2468.35
2024-08-16 15:45:00,Bullish BOS,2477.61
2024-08-02 17:30:00,Bearish BOS,2455.32
2024-08-05 13:45:00,Bearish BOS,2410.72
2024-08-05 06:45:00,Bullish BOS,2447.35
2024-08-05 13:45:00,Bearish BOS,2413.82
2024-08-12 18:00:00,Bullish BOS,2458.65
2024-08-05 22:30:00,Bullish BOS,2408.74
2024-08-06 03:30:00,Bullish BOS,2412.91
2024-08-06 08:45:00,Bearish BOS,2404.32
2024-08-08 17:00:00,Bullish BOS,2418.23
2024-08-06 15:30:00,Bearish BOS,2394.75
2024-08-08 17:00:00,Bullish BOS,2416.21
2024-08-06 17:45:00,Bearish BOS,2388.71
2024-08-07 04:15:00,Bearish BOS,2381.48
2024-08-07 14:45:00,Bullish BOS,2397.5
2024-08-08 14:00:00,Bullish BOS,2406.9
2024-08-07 20:15:00,Bearish BOS,2391.91
2024-08-07 23:15:00,Bearish BOS,2383.74
2024-08-08 09:15:00,Bullish BOS,2396.31
2024-08-08 17:00:00,Bullish BOS,2415.38
2024-08-08 21:00:00,Bullish BOS,2424.23
2024-08-08 23:45:00,Bullish BOS,2426.2
2024-08-09 13:30:00,Bullish BOS,2428.83
2024-08-09 08:45:00,Bearish BOS,2419.27
2024-08-09 13:30:00,Bullish BOS,2426.92
2024-08-09 19:45:00,Bullish BOS,2432.49
2024-08-12 09:45:00,Bullish BOS,2435.83
2024-08-12 10:00:00,Bullish BOS,2436.93
2024-08-12 03:15:00,Bearish BOS,2427.15
2024-08-12 04:45:00,Bearish BOS,2426.71
2024-08-12 16:15:00,Bullish BOS,2444.97
2024-08-12 18:00:00,Bullish BOS,2457.41
2024-08-12 20:30:00,Bullish BOS,2466.01
2024-08-14 11:30:00,Bullish BOS,2476.82
2024-08-13 16:30:00,Bullish BOS,2472.42
2024-08-14 16:15:00,Bearish BOS,2458.86
2024-08-14 11:30:00,Bullish BOS,2475.61
2024-08-14 16:15:00,Bearish BOS,2455.29
2024-08-16 15:45:00,Bullish BOS,2478.58
2024-08-16 15:45:00,Bullish BOS,2479.7
2024-08-15 16:00:00,Bearish BOS,2437.98
2024-08-15 07:00:00,Bullish BOS,2454.15
2024-08-15 09:00:00,Bullish BOS,2455.36
2024-08-15 13:00:00,Bullish BOS,2458.67
2024-08-16 14:45:00,Bullish BOS,2469.95
2024-08-16 10:45:00,Bullish BOS,2461.52
2024-08-16 21:30:00,Bullish BOS,2499.94
2024-08-20 10:30:00,Bullish BOS,2510.06
2024-08-19 13:30:00,Bearish BOS,2494.89
2024-08-20 10:30:00,Bullish BOS,2507.09
2024-08-22 17:00:00,Bearish BOS,2486.42
2024-08-22 17:00:00,Bearish BOS,2485.54
2024-08-20 10:30:00,Bullish BOS,2507.37
2024-08-20 09:00:00,Bearish BOS,2498.59
2024-08-20 14:45:00,Bullish BOS,2525.1
2024-09-12 16:00:00,Bullish BOS,2531.53
2024-08-22 16:15:00,Bearish BOS,2493.81
2024-08-26 10:30:00,Bullish BOS,2519.04
2024-08-22 14:45:00,Bearish BOS,2499.87
2024-08-23 02:45:00,Bullish BOS,2485.9
2024-09-03 17:15:00,Bearish BOS,2478.48
2024-08-23 06:15:00,Bullish BOS,2492.15
2024-08-23 08:15:00,Bullish BOS,2494.4
2024-08-23 17:00:00,Bullish BOS,2501.75
2024-08-23 17:00:00,Bullish BOS,2502.35
2024-09-02 05:00:00,Bearish BOS,2494.32
2024-08-26 10:30:00,Bullish BOS,2518.23
2024-08-26 10:00:00,Bullish BOS,2516.82
2024-08-28 02:00:00,Bullish BOS,2526.54
2024-08-28 02:00:00,Bullish BOS,2526.7
2024-08-27 04:45:00,Bearish BOS,2510.52
2024-08-27 21:15:00,Bullish BOS,2523.24
2024-08-27 10:45:00,Bearish BOS,2505.74
2024-08-28 14:30:00,Bearish BOS,2503.45
2024-08-27 17:00:00,Bullish BOS,2514.24
2024-08-28 14:30:00,Bearish BOS,2503.47
2024-08-27 21:00:00,Bullish BOS,2520.17
2024-09-12 15:45:00,Bullish BOS,2528.9
2024-08-28 14:30:00,Bearish BOS,2503.2
2024-08-29 03:15:00,Bullish BOS,2511.26
2024-09-02 05:15:00,Bearish BOS,2493.55
2024-08-29 06:30:00,Bullish BOS,2515.29
2024-08-29 12:45:00,Bullish BOS,2521.13
2024-08-29 19:45:00,Bullish BOS,2524.29
2024-08-30 18:45:00,Bearish BOS,2503.55
2024-08-29 20:00:00,Bullish BOS,2525.46
2024-09-12 15:45:00,Bullish BOS,2528.6
2024-08-30 06:15:00,Bearish BOS,2514.14
2024-09-02 05:00:00,Bearish BOS,2494.06
2024-09-03 14:45:00,Bearish BOS,2489.94
2024-09-05 11:00:00,Bullish BOS,2507.18
2024-09-03 14:45:00,Bearish BOS,2489.69
2024-09-05 09:15:00,Bullish BOS,2506.18
2024-09-03 16:30:00,Bearish BOS,2484.67
2024-09-04 11:45:00,Bearish BOS,2473.39
2024-09-03 22:15:00,Bullish BOS,2491.91
2024-09-05 08:45:00,Bullish BOS,2500.15
2024-09-04 22:30:00,Bearish BOS,2492.39
2024-09-05 08:45:00,Bullish BOS,2499.21
2024-09-05 15:15:00,Bullish BOS,2517.16
2024-09-06 15:30:00,Bullish BOS,2523.31
2024-09-06 19:00:00,Bearish BOS,2503.84
2024-09-12 16:00:00,Bullish BOS,2529.08
2024-09-06 19:00:00,Bearish BOS,2500.38
2024-09-09 05:00:00,Bullish BOS,2498.2
2024-09-09 15:15:00,Bullish BOS,2499.03
2024-09-09 22:30:00,Bullish BOS,2505.14
2024-09-09 23:30:00,Bullish BOS,2506.42
2024-09-10 02:30:00,Bullish BOS,2507.12
2024-09-10 13:15:00,Bullish BOS,2507.61
2024-09-10 15:30:00,Bullish BOS,2509.56
2024-09-10 18:30:00,Bullish BOS,2515.23
2024-09-11 02:45:00,Bullish BOS,2518.32
2024-09-11 09:00:00,Bullish BOS,2522.45
2024-09-12 15:45:00,Bullish BOS,2528.93
2024-09-11 15:00:00,Bearish BOS,2519.7
2024-09-12 15:30:00,Bullish BOS,2522.15
2024-09-12 21:30:00,Bullish BOS,2555.06
2024-09-12 23:15:00,Bullish BOS,2558.68
2024-09-13 07:15:00,Bullish BOS,2567.91
2024-09-13 12:15:00,Bullish BOS,2570.18
2024-09-13 12:30:00,Bullish BOS,2570.95
2024-09-13 15:45:00,Bullish BOS,2572.82
2024-09-17 19:45:00,Bearish BOS,2563.6
2024-09-13 19:45:00,Bullish BOS,2583.3
2024-09-16 06:45:00,Bullish BOS,2585.92
2024-09-16 08:30:00,Bullish BOS,2588.88
2024-09-18 21:15:00,Bullish BOS,2589.56
2024-09-16 13:30:00,Bearish BOS,2579.48
2024-09-17 12:30:00,Bearish BOS,2575.17
2024-09-18 21:15:00,Bullish BOS,2589.22
2024-09-18 21:00:00,Bullish BOS,2586.22
2024-09-17 12:30:00,Bearish BOS,2574.48
2024-09-18 21:00:00,Bullish BOS,2586.82
2024-09-17 18:15:00,Bearish BOS,2569.63
2024-09-17 18:15:00,Bearish BOS,2568.29
2024-09-18 21:00:00,Bullish BOS,2582.11
2024-09-18 22:30:00,Bearish BOS,2560.69
2024-09-18 13:15:00,Bullish BOS,2571.84
2024-09-18 21:00:00,Bullish BOS,2580.62
2024-09-18 20:45:00,Bearish BOS,2567.94
2024-09-20 09:45:00,Bullish BOS,2600.04
2024-11-14 11:30:00,Bearish BOS,2546.71
2024-09-19 08:00:00,Bullish BOS,2566.59
2024-09-19 10:15:00,Bullish BOS,2578.66
2024-09-20 09:00:00,Bullish BOS,2594.76
2024-11-14 03:00:00,Bearish BOS,2569.65
2024-09-20 06:30:00,Bullish BOS,2592.57
2024-09-20 11:30:00,Bullish BOS,2609.64
2024-09-20 13:45:00,Bullish BOS,2612.65
2024-11-12 09:30:00,Bearish BOS,2602.38
2024-09-20 18:30:00,Bullish BOS,2619.23
2024-09-23 06:00:00,Bullish BOS,2625.65
2024-09-23 16:45:00,Bullish BOS,2631.02
2024-10-08 18:00:00,Bearish BOS,2613.78
2024-09-24 07:15:00,Bullish BOS,2634.74
2024-09-24 17:30:00,Bullish BOS,2639.96
2024-10-08 17:45:00,Bearish BOS,2624.43
2024-10-08 17:45:00,Bearish BOS,2622.56
2024-09-24 17:00:00,Bullish BOS,2636.09
2024-09-25 05:15:00,Bullish BOS,2664.24
2024-09-25 09:00:00,Bearish BOS,2655.41
2024-09-26 13:30:00,Bullish BOS,2670.39
2024-09-27 17:45:00,Bearish BOS,2651.47
2024-09-26 11:15:00,Bullish BOS,2667.38
2024-09-27 17:45:00,Bearish BOS,2649.61
2024-09-26 13:30:00,Bullish BOS,2670.42
2024-10-17 13:15:00,Bullish BOS,2685.44
2024-09-27 17:45:00,Bearish BOS,2654.7
2024-10-16 11:45:00,Bullish BOS,2677.79
2024-09-27 11:30:00,Bearish BOS,2662.26
2024-09-27 17:45:00,Bearish BOS,2658.23
2024-10-16 09:15:00,Bullish BOS,2674.2
2024-09-30 13:30:00,Bearish BOS,2644.68
2024-09-30 13:30:00,Bearish BOS,2643.04
2024-10-01 16:45:00,Bullish BOS,2665.9
2024-10-01 16:30:00,Bullish BOS,2656.52
2024-09-30 16:30:00,Bearish BOS,2634.36
2024-09-30 21:15:00,Bearish BOS,2628.7
2024-10-08 17:45:00,Bearish BOS,2624.59
2024-10-01 12:45:00,Bullish BOS,2647.25
2024-10-01 16:30:00,Bullish BOS,2656.57
2024-10-16 09:00:00,Bullish BOS,2671.67
2024-10-16 09:15:00,Bullish BOS,2673.04
2024-10-02 06:45:00,Bearish BOS,2656.2
2024-10-02 08:15:00,Bearish BOS,2652.52
2024-10-02 18:00:00,Bearish BOS,2644.44
2024-10-02 18:00:00,Bearish BOS,2643.68
2024-10-04 06:15:00,Bullish BOS,2663.26
2024-10-04 15:30:00,Bearish BOS,2641.02
2024-10-03 02:00:00,Bullish BOS,2659.77
2024-10-04 15:30:00,Bearish BOS,2640.89
2024-10-03 19:30:00,Bullish BOS,2653.93
2024-10-03 19:30:00,Bullish BOS,2654.2
2024-10-08 05:30:00,Bearish BOS,2636.9
2024-10-03 19:30:00,Bullish BOS,2654.47
2024-10-04 05:30:00,Bullish BOS,2662.02
2024-10-04 07:45:00,Bullish BOS,2663.48
2024-10-08 17:15:00,Bearish BOS,2631.91
2024-10-16 09:00:00,Bullish BOS,2670.15
2024-10-07 12:45:00,Bullish BOS,2653.96
2024-10-08 05:15:00,Bearish BOS,2639.73
2024-10-07 12:45:00,Bullish BOS,2656.39
2024-10-11 19:15:00,Bullish BOS,2659.61
2024-10-08 05:30:00,Bearish BOS,2637.74
2024-10-08 05:15:00,Bearish BOS,2639.75
2024-10-08 14:30:00,Bullish BOS,2649.06
2024-10-08 11:00:00,Bearish BOS,2633.78
2024-10-08 17:15:00,Bearish BOS,2628.63
2024-10-11 17:30:00,Bullish BOS,2652.96
2024-11-12 08:30:00,Bearish BOS,2604.77
2024-10-10 15:45:00,Bullish BOS,2624.29
2024-10-10 15:45:00,Bullish BOS,2624.34
2024-10-09 17:00:00,Bearish BOS,2609.18
2024-11-12 08:30:00,Bearish BOS,2605.23
2024-10-10 12:45:00,Bullish BOS,2616.9
2024-10-10 13:30:00,Bullish BOS,2617.36
2024-11-11 20:15:00,Bearish BOS,2611.34
2024-10-10 22:00:00,Bullish BOS,2629.73
2024-11-11 17:45:00,Bearish BOS,2616.5
2024-10-11 02:15:00,Bullish BOS,2631.52
2024-10-11 16:00:00,Bullish BOS,2647.12
2024-11-11 15:45:00,Bearish BOS,2636.17
2024-10-11 17:00:00,Bullish BOS,2650.07
2024-10-14 09:15:00,Bullish BOS,2661.4
2024-10-15 08:00:00,Bearish BOS,2643.17
2024-10-15 19:00:00,Bullish BOS,2666.77
2024-10-15 08:00:00,Bearish BOS,2643.93
2024-11-11 15:30:00,Bearish BOS,2638.33
2024-10-15 13:15:00,Bullish BOS,2655.56
2024-10-15 17:15:00,Bullish BOS,2657.34
2024-10-16 05:00:00,Bullish BOS,2668.96
2024-10-16 09:00:00,Bullish BOS,2670.06
2024-10-16 11:45:00,Bullish BOS,2677.67
2024-10-16 16:30:00,Bullish BOS,2682.73
2024-10-17 13:15:00,Bullish BOS,2685.24
2024-11-06 15:30:00,Bearish BOS,2666.13
2024-10-17 13:15:00,Bullish BOS,2684.93
2024-10-17 13:15:00,Bullish BOS,2685.72
2024-10-17 17:00:00,Bullish BOS,2688.8
2024-11-06 15:30:00,Bearish BOS,2673.15
2024-10-18 04:00:00,Bullish BOS,2696.74
2024-10-18 08:30:00,Bullish BOS,2711.95
2024-10-18 15:15:00,Bullish BOS,2713.21
2024-10-18 17:15:00,Bullish BOS,2716.97
2024-11-06 08:30:00,Bearish BOS,2704.99
2024-10-18 21:45:00,Bullish BOS,2720.11
2024-10-18 23:00:00,Bullish BOS,2721.31
2024-10-21 12:00:00,Bullish BOS,2732.82
2024-10-21 14:30:00,Bullish BOS,2736.91
2024-10-22 17:45:00,Bullish BOS,2740.56
2024-10-21 21:45:00,Bearish BOS,2716.9
2024-10-23 18:00:00,Bearish BOS,2714.27
2024-10-22 11:15:00,Bullish BOS,2736.02
2024-10-22 13:30:00,Bullish BOS,2737.14
2024-10-22 13:30:00,Bullish BOS,2738.36
2024-10-23 17:00:00,Bearish BOS,2729.8
2024-10-22 16:30:00,Bullish BOS,2739.38
2024-10-23 17:00:00,Bearish BOS,2729.49
2024-10-22 18:00:00,Bullish BOS,2742.02
2024-10-22 19:45:00,Bullish BOS,2744.19
2024-10-22 22:45:00,Bullish BOS,2748.33
2024-10-23 10:30:00,Bullish BOS,2753.24
2024-10-29 15:30:00,Bullish BOS,2758.47
2024-11-06 08:30:00,Bearish BOS,2708.78
2024-10-24 08:00:00,Bullish BOS,2726.64
2024-10-24 12:00:00,Bullish BOS,2737.08
2024-10-25 20:45:00,Bullish BOS,2743.19
2024-10-25 17:30:00,Bullish BOS,2737.68
2024-10-25 11:15:00,Bearish BOS,2724.42
2024-11-06 08:30:00,Bearish BOS,2717.02
2024-10-25 20:45:00,Bullish BOS,2742.01
2024-10-25 23:30:00,Bullish BOS,2745.05
2024-10-28 03:00:00,Bearish BOS,2730.19
2024-11-06 08:15:00,Bearish BOS,2724.72
2024-10-29 02:00:00,Bullish BOS,2744.55
2024-11-05 04:30:00,Bearish BOS,2727.89
2024-10-29 03:00:00,Bullish BOS,2745.92
2024-10-29 15:30:00,Bullish BOS,2757.76
2024-10-31 16:30:00,Bearish BOS,2746.37
2024-10-29 15:30:00,Bullish BOS,2756.65
2024-10-31 16:30:00,Bearish BOS,2746.33
2024-10-29 20:15:00,Bullish BOS,2771.72
2024-10-30 01:45:00,Bullish BOS,2774.75
2024-10-30 07:30:00,Bullish BOS,2782.21
2025-01-30 17:00:00,Bullish BOS,2789.84
2024-10-31 15:00:00,Bearish BOS,2773.36
2024-10-30 19:15:00,Bullish BOS,2787.54
2024-10-31 15:00:00,Bearish BOS,2770.87
2025-01-30 17:30:00,Bullish BOS,2790.05
2025-01-30 17:30:00,Bullish BOS,2790.09
2024-10-31 06:15:00,Bearish BOS,2783.54
2024-10-31 08:45:00,Bearish BOS,2782.05
2024-10-31 15:00:00,Bearish BOS,2773.34
2024-11-05 04:30:00,Bearish BOS,2731.64
2024-11-01 03:45:00,Bullish BOS,2749.64
2024-11-01 05:45:00,Bullish BOS,2750.87
2024-11-01 15:00:00,Bullish BOS,2757.67
2024-11-01 16:30:00,Bearish BOS,2744.84
2025-01-24 04:00:00,Bullish BOS,2762.26
2024-11-04 10:45:00,Bearish BOS,2733.53
2024-11-05 04:30:00,Bearish BOS,2730.55
2024-11-04 05:00:00,Bullish BOS,2741.33
2024-11-04 07:00:00,Bullish BOS,2742.41
2024-11-04 15:45:00,Bullish BOS,2744.75
2024-11-05 04:30:00,Bearish BOS,2732.04
2024-11-04 15:45:00,Bullish BOS,2745.18
2025-01-22 02:45:00,Bullish BOS,2748.16
2024-11-05 04:30:00,Bearish BOS,2731.74
2024-11-06 08:15:00,Bearish BOS,2724.71
2024-11-05 16:15:00,Bullish BOS,2744.9
2025-01-22 05:45:00,Bullish BOS,2749.88
2024-11-06 05:15:00,Bearish BOS,2732.99
2024-11-06 05:15:00,Bearish BOS,2732.64
2025-01-22 05:45:00,Bullish BOS,2749.69
2024-11-06 08:15:00,Bearish BOS,2730.69
2024-11-06 13:45:00,Bearish BOS,2701.5
2024-11-07 03:15:00,Bearish BOS,2652.44
2024-11-07 03:00:00,Bearish BOS,2658.89
2024-11-11 15:30:00,Bearish BOS,2643.33
2024-11-11 15:15:00,Bearish BOS,2652.82
2024-11-07 14:30:00,Bullish BOS,2667.57
2024-11-07 14:30:00,Bullish BOS,2668.39
2024-11-07 22:00:00,Bullish BOS,2700.09
2024-11-07 22:00:00,Bullish BOS,2700.21
2024-11-08 08:15:00,Bearish BOS,2687.56
2024-11-22 20:45:00,Bullish BOS,2710.27
2024-11-22 20:45:00,Bullish BOS,2710.35
2024-11-08 08:00:00,Bearish BOS,2693.28
2024-11-11 03:00:00,Bearish BOS,2680.35
2024-11-08 15:15:00,Bullish BOS,2694.92
2024-11-22 11:30:00,Bullish BOS,2704.1
2024-11-11 03:00:00,Bearish BOS,2682.98
2024-11-11 03:00:00,Bearish BOS,2678.87
2024-11-11 11:15:00,Bearish BOS,2666.43
2024-11-11 12:45:00,Bearish BOS,2663.85
2024-11-22 03:00:00,Bullish BOS,2675.33
2024-11-11 19:15:00,Bearish BOS,2612.55
2024-11-12 07:30:00,Bearish BOS,2610.59
2024-11-19 10:30:00,Bullish BOS,2626.17
2024-11-19 11:15:00,Bullish BOS,2627.13
2024-11-13 18:45:00,Bearish BOS,2589.81
2024-11-13 16:00:00,Bullish BOS,2613.34
2024-11-13 16:00:00,Bullish BOS,2612.71
2024-11-19 04:15:00,Bullish BOS,2618.81
2024-11-13 18:30:00,Bearish BOS,2593.63
2024-11-13 22:00:00,Bearish BOS,2577.56
2024-11-13 23:45:00,Bearish BOS,2572.97
2024-11-14 07:30:00,Bearish BOS,2558.95
2024-11-14 17:00:00,Bullish BOS,2565.3
2024-11-14 11:30:00,Bearish BOS,2550.15
2024-11-18 03:00:00,Bullish BOS,2577.42
2024-11-15 07:45:00,Bearish BOS,2563.9
2024-11-15 07:45:00,Bearish BOS,2563.1
2024-11-15 15:00:00,Bullish BOS,2573.34
2024-11-18 02:45:00,Bullish BOS,2575.67
2024-11-15 22:15:00,Bearish BOS,2561.31
2024-11-18 02:45:00,Bullish BOS,2576.05
2024-11-18 02:45:00,Bullish BOS,2575.56
2024-11-18 15:15:00,Bullish BOS,2597.27
2024-11-18 15:15:00,Bullish BOS,2597.26
2024-11-19 03:00:00,Bullish BOS,2615.02
2024-11-19 10:30:00,Bullish BOS,2625.6
2024-11-19 14:45:00,Bullish BOS,2636.49
2024-11-20 03:45:00,Bullish BOS,2639.4
2024-11-25 20:15:00,Bearish BOS,2621.0
2024-11-20 01:30:00,Bullish BOS,2634.57
2024-11-20 16:30:00,Bullish BOS,2641.48
2024-11-20 16:30:00,Bullish BOS,2641.75
2024-11-20 08:00:00,Bearish BOS,2634.93
2024-11-25 20:15:00,Bearish BOS,2618.91
2024-11-21 02:30:00,Bullish BOS,2655.35
2024-11-21 08:30:00,Bullish BOS,2660.41
2024-11-25 16:15:00,Bearish BOS,2650.38
2024-11-21 08:00:00,Bullish BOS,2658.93
2024-11-21 13:15:00,Bullish BOS,2671.66
2024-11-22 03:00:00,Bullish BOS,2673.47
2024-11-25 16:15:00,Bearish BOS,2660.46
2024-11-25 16:00:00,Bearish BOS,2661.32
2024-11-22 03:00:00,Bullish BOS,2673.44
2024-11-22 08:45:00,Bullish BOS,2690.54
2024-11-22 08:45:00,Bullish BOS,2692.26
2024-11-22 11:30:00,Bullish BOS,2700.39
2024-11-22 20:45:00,Bullish BOS,2709.99
2024-11-25 05:15:00,Bearish BOS,2684.6
2024-11-22 23:30:00,Bullish BOS,2711.42
2024-12-12 02:45:00,Bullish BOS,2721.31
2024-11-25 16:15:00,Bearish BOS,2657.72
2024-11-25 12:45:00,Bullish BOS,2675.15
2024-12-10 16:30:00,Bullish BOS,2688.73
2024-11-25 19:15:00,Bearish BOS,2626.32
2024-11-26 01:30:00,Bearish BOS,2615.6
2024-12-18 21:45:00,Bearish BOS,2604.86
2024-11-26 13:30:00,Bullish BOS,2632.15
2024-11-26 09:15:00,Bearish BOS,2617.83
2024-12-18 21:45:00,Bearish BOS,2610.89
2024-11-26 15:00:00,Bullish BOS,2633.13
2024-11-27 07:30:00,Bullish BOS,2641.9
2024-12-06 03:00:00,Bearish BOS,2616.84
2024-11-27 04:00:00,Bullish BOS,2633.53
2024-11-27 07:30:00,Bullish BOS,2640.57
2024-11-27 10:45:00,Bullish BOS,2648.41
2024-11-27 14:00:00,Bullish BOS,2653.79
2024-11-27 15:45:00,Bullish BOS,2655.01
2024-11-29 04:15:00,Bullish BOS,2658.2
2024-11-27 21:30:00,Bearish BOS,2635.37
2024-11-28 03:00:00,Bearish BOS,2633.89
2024-12-06 03:00:00,Bearish BOS,2620.92
2024-11-28 12:30:00,Bullish BOS,2647.92
2024-11-29 04:00:00,Bullish BOS,2647.95
2024-11-29 02:45:00,Bearish BOS,2636.24
2024-12-02 02:30:00,Bearish BOS,2634.03
2024-11-29 08:00:00,Bullish BOS,2662.77
2024-12-09 16:15:00,Bullish BOS,2666.37
2024-11-29 16:45:00,Bearish BOS,2654.56
2024-11-29 21:00:00,Bearish BOS,2650.68
2024-12-06 03:00:00,Bearish BOS,2622.92
2024-12-06 03:00:00,Bearish BOS,2621.86
2024-12-02 11:00:00,Bullish BOS,2633.6
2024-12-02 15:30:00,Bullish BOS,2646.27
2024-12-03 15:45:00,Bullish BOS,2651.5
2024-12-05 19:00:00,Bearish BOS,2633.59
2024-12-03 08:00:00,Bullish BOS,2642.96
2024-12-03 15:45:00,Bullish BOS,2650.05
2024-12-04 17:30:00,Bullish BOS,2655.56
2024-12-04 15:00:00,Bearish BOS,2635.22
2024-12-04 07:15:00,Bullish BOS,2649.11
2024-12-04 03:00:00,Bearish BOS,2640.26
2024-12-04 16:15:00,Bullish BOS,2651.37
2024-12-04 15:00:00,Bearish BOS,2636.66
2024-12-05 19:00:00,Bearish BOS,2632.31
2024-12-09 12:15:00,Bullish BOS,2656.99
2024-12-09 11:45:00,Bullish BOS,2655.54
2024-12-05 10:15:00,Bearish BOS,2645.44
2024-12-05 16:45:00,Bearish BOS,2641.87
2024-12-09 11:45:00,Bullish BOS,2654.49
2024-12-05 19:00:00,Bearish BOS,2631.84
2024-12-06 03:00:00,Bearish BOS,2623.52
2024-12-18 21:45:00,Bearish BOS,2612.32
2024-12-09 03:15:00,Bullish BOS,2644.35
2024-12-09 03:15:00,Bullish BOS,2645.6
2024-12-06 16:00:00,Bearish BOS,2632.46
2024-12-18 21:00:00,Bearish BOS,2624.03
2024-12-09 03:15:00,Bullish BOS,2648.18
2024-12-18 21:00:00,Bearish BOS,2627.57
2024-12-09 09:45:00,Bullish BOS,2650.49
2024-12-09 11:00:00,Bullish BOS,2651.15
2024-12-09 15:30:00,Bullish BOS,2660.35
2024-12-10 14:00:00,Bullish BOS,2676.32
2024-12-10 12:45:00,Bullish BOS,2673.81
2024-12-13 16:30:00,Bearish BOS,2661.28
2024-12-10 15:45:00,Bullish BOS,2679.04
2024-12-10 18:45:00,Bullish BOS,2691.73
2024-12-11 01:30:00,Bullish BOS,2695.46
2024-12-11 16:45:00,Bullish BOS,2704.06
2024-12-13 11:00:00,Bearish BOS,2674.85
2024-12-12 16:15:00,Bearish BOS,2685.94
2024-12-11 15:30:00,Bullish BOS,2699.48
2024-12-12 16:15:00,Bearish BOS,2690.5
2024-12-12 02:30:00,Bullish BOS,2721.07
2025-01-21 06:15:00,Bullish BOS,2726.15
2024-12-12 15:45:00,Bearish BOS,2700.32
2025-01-16 19:00:00,Bullish BOS,2720.3
2024-12-12 14:45:00,Bearish BOS,2707.07
2024-12-13 10:45:00,Bearish BOS,2675.03
2025-01-10 17:15:00,Bullish BOS,2692.77
2024-12-13 10:45:00,Bearish BOS,2680.87
2024-12-13 15:45:00,Bearish BOS,2662.79
2024-12-13 20:30:00,Bearish BOS,2654.49
2024-12-17 10:45:00,Bearish BOS,2645.68
2024-12-17 11:15:00,Bearish BOS,2643.52
2024-12-16 10:15:00,Bullish BOS,2655.6
