time,type,level
2024-12-16 13:15:00,Bullish BOS,2662.03
2025-01-08 16:30:00,Bullish BOS,2664.22
2025-01-08 16:30:00,Bullish BOS,2664.23
2024-12-17 08:15:00,Bearish BOS,2648.57
2024-12-17 10:45:00,Bearish BOS,2646.46
2025-01-02 18:30:00,Bullish BOS,2657.1
2024-12-17 15:45:00,Bearish BOS,2638.1
2024-12-17 16:00:00,Bearish BOS,2636.26
2024-12-17 20:30:00,Bullish BOS,2646.87
2024-12-18 21:00:00,Bearish BOS,2633.03
2024-12-18 02:30:00,Bullish BOS,2648.98
2025-01-02 17:30:00,Bullish BOS,2651.7
2024-12-18 16:00:00,Bearish BOS,2642.64
2024-12-18 16:00:00,Bearish BOS,2642.15
2025-01-02 17:30:00,Bullish BOS,2649.66
2024-12-18 21:00:00,Bearish BOS,2633.52
2024-12-18 21:00:00,Bearish BOS,2632.92
2025-01-02 12:15:00,Bullish BOS,2640.03
2024-12-20 17:15:00,Bullish BOS,2622.63
2024-12-20 17:15:00,Bullish BOS,2622.9
2024-12-20 17:30:00,Bullish BOS,2626.42
2024-12-20 08:30:00,Bullish BOS,2603.99
2024-12-20 15:30:00,Bullish BOS,2607.7
2024-12-23 08:30:00,Bullish BOS,2631.82
2024-12-23 08:30:00,Bullish BOS,2629.27
2024-12-23 13:15:00,Bearish BOS,2618.65
2024-12-23 13:15:00,Bearish BOS,2617.6
2024-12-23 07:15:00,Bullish BOS,2627.4
2024-12-23 08:30:00,Bullish BOS,2629.24
2024-12-23 17:00:00,Bearish BOS,2613.01
2024-12-30 15:45:00,Bearish BOS,2608.13
2024-12-24 03:45:00,Bullish BOS,2617.0
2024-12-24 18:30:00,Bullish BOS,2617.25
2024-12-30 15:45:00,Bearish BOS,2610.02
2024-12-26 01:15:00,Bullish BOS,2619.36
2024-12-26 05:00:00,Bullish BOS,2627.74
2025-01-02 12:15:00,Bullish BOS,2639.14
2024-12-27 15:15:00,Bearish BOS,2623.49
2024-12-30 12:45:00,Bearish BOS,2611.69
2024-12-27 23:45:00,Bullish BOS,2621.38
2024-12-30 10:45:00,Bearish BOS,2612.61
2024-12-30 05:15:00,Bullish BOS,2626.15
2024-12-30 15:45:00,Bearish BOS,2609.23
2024-12-31 09:45:00,Bullish BOS,2611.59
2024-12-31 17:00:00,Bullish BOS,2617.79
2025-01-02 03:00:00,Bullish BOS,2627.58
2025-01-02 11:00:00,Bullish BOS,2636.37
2025-01-02 11:00:00,Bullish BOS,2636.5
2025-01-02 12:15:00,Bullish BOS,2639.97
2025-01-02 16:00:00,Bullish BOS,2646.37
2025-01-02 16:00:00,Bullish BOS,2646.45
2025-01-06 06:45:00,Bearish BOS,2636.02
2025-01-03 02:00:00,Bullish BOS,2660.45
2025-01-03 02:00:00,Bullish BOS,2660.46
2025-01-03 15:15:00,Bearish BOS,2649.91
2025-01-03 17:15:00,Bearish BOS,2643.48
2025-01-03 18:45:00,Bearish BOS,2641.03
2025-01-06 06:45:00,Bearish BOS,2636.51
2025-01-06 13:30:00,Bullish BOS,2647.41
2025-01-06 15:30:00,Bearish BOS,2625.18
2025-01-07 14:30:00,Bullish BOS,2649.45
2025-01-07 13:45:00,Bullish BOS,2646.78
2025-01-08 16:30:00,Bullish BOS,2664.33
2025-01-08 18:45:00,Bullish BOS,2667.59
2025-01-08 18:45:00,Bullish BOS,2667.77
2025-01-09 13:15:00,Bullish BOS,2670.0
2025-01-09 12:30:00,Bullish BOS,2666.96
2025-01-10 09:15:00,Bullish BOS,2678.23
2025-01-13 17:45:00,Bearish BOS,2662.65
2025-01-10 15:45:00,Bullish BOS,2682.43
2025-01-16 03:00:00,Bullish BOS,2698.01
2025-01-13 03:00:00,Bearish BOS,2684.52
2025-01-13 12:15:00,Bearish BOS,2679.46
2025-01-15 15:45:00,Bullish BOS,2690.93
2025-01-13 12:00:00,Bearish BOS,2683.34
2025-01-15 15:45:00,Bullish BOS,2691.4
2025-01-13 17:45:00,Bearish BOS,2663.87
2025-01-13 19:30:00,Bearish BOS,2660.69
2025-01-14 06:30:00,Bullish BOS,2672.25
2025-01-14 21:30:00,Bullish BOS,2674.13
2025-01-14 15:30:00,Bearish BOS,2664.44
2025-01-14 21:30:00,Bullish BOS,2674.35
2025-01-14 22:45:00,Bullish BOS,2676.29
2025-01-15 07:30:00,Bullish BOS,2676.71
2025-01-15 10:00:00,Bullish BOS,2683.28
2025-01-15 15:45:00,Bullish BOS,2689.06
2025-01-15 22:45:00,Bullish BOS,2696.04
2025-01-16 11:15:00,Bullish BOS,2702.15
2025-01-16 11:15:00,Bullish BOS,2703.27
2025-01-16 15:30:00,Bullish BOS,2711.04
2025-01-21 04:30:00,Bullish BOS,2724.76
2025-01-17 11:15:00,Bearish BOS,2708.65
2025-01-17 22:00:00,Bearish BOS,2702.82
2025-01-17 22:00:00,Bearish BOS,2702.69
2025-01-21 03:45:00,Bullish BOS,2717.29
2025-01-20 01:15:00,Bearish BOS,2698.47
2025-01-21 03:30:00,Bullish BOS,2713.76
2025-01-21 03:30:00,Bullish BOS,2712.57
2025-01-21 03:15:00,Bullish BOS,2711.63
2025-01-21 09:30:00,Bullish BOS,2729.48
2025-01-21 16:30:00,Bullish BOS,2732.84
2025-01-21 16:15:00,Bullish BOS,2730.17
2025-01-22 02:30:00,Bullish BOS,2745.83
2025-01-22 02:45:00,Bullish BOS,2746.02
2025-01-22 11:15:00,Bullish BOS,2758.68
2025-01-24 04:00:00,Bullish BOS,2763.45
2025-01-23 05:30:00,Bearish BOS,2750.25
2025-01-23 11:15:00,Bearish BOS,2749.51
2025-01-23 15:00:00,Bearish BOS,2740.87
2025-01-27 18:45:00,Bearish BOS,2735.58
2025-01-24 02:30:00,Bullish BOS,2758.92
2025-01-24 08:00:00,Bullish BOS,2777.4
2025-01-24 14:15:00,Bullish BOS,2778.3
2025-01-27 01:00:00,Bearish BOS,2770.04
2025-01-24 17:15:00,Bullish BOS,2784.58
2025-01-30 16:15:00,Bullish BOS,2785.94
2025-01-27 01:00:00,Bearish BOS,2769.99
2025-01-27 03:30:00,Bearish BOS,2764.72
2025-01-27 07:30:00,Bearish BOS,2754.1
2025-01-27 09:15:00,Bearish BOS,2750.73
2025-01-30 10:15:00,Bullish BOS,2771.88
2025-01-28 10:15:00,Bearish BOS,2737.8
2025-01-28 14:45:00,Bullish BOS,2745.24
2025-01-29 03:00:00,Bullish BOS,2765.05
2025-01-30 09:00:00,Bullish BOS,2766.01
2025-01-29 17:15:00,Bearish BOS,2752.23
2025-01-29 21:00:00,Bearish BOS,2748.49
2025-01-30 02:15:00,Bullish BOS,2760.7
2025-01-30 14:30:00,Bullish BOS,2779.44
2025-01-31 09:15:00,Bullish BOS,2798.32
2025-01-31 09:15:00,Bullish BOS,2798.49
2025-02-03 03:00:00,Bearish BOS,2789.81
2025-01-31 09:15:00,Bullish BOS,2799.65
2025-01-31 14:00:00,Bullish BOS,2801.15
2025-02-03 03:00:00,Bearish BOS,2791.69
2025-01-31 16:30:00,Bullish BOS,2808.65
2025-02-03 16:30:00,Bullish BOS,2817.23
2025-01-31 20:15:00,Bearish BOS,2802.93
2025-02-03 01:15:00,Bearish BOS,2795.31
2025-02-03 01:15:00,Bearish BOS,2794.34
2025-02-03 14:30:00,Bullish BOS,2805.79
2025-02-04 15:15:00,Bullish BOS,2830.4
2025-02-04 09:15:00,Bearish BOS,2810.32
2025-02-04 15:15:00,Bullish BOS,2824.72
2025-02-05 02:30:00,Bullish BOS,2845.49
2025-02-05 07:30:00,Bullish BOS,2858.04
2025-02-05 17:30:00,Bullish BOS,2877.17
2025-02-06 09:30:00,Bearish BOS,2858.73
2025-02-07 17:15:00,Bullish BOS,2882.49
2025-02-05 22:30:00,Bearish BOS,2862.72
2025-02-06 08:45:00,Bearish BOS,2859.97
2025-02-06 03:45:00,Bullish BOS,2870.97
2025-02-07 16:15:00,Bullish BOS,2873.28
2025-02-06 16:45:00,Bearish BOS,2848.94
2025-02-28 16:45:00,Bearish BOS,2834.1
2025-02-07 16:15:00,Bullish BOS,2870.63
2025-02-07 16:15:00,Bullish BOS,2870.65
2025-02-28 10:30:00,Bearish BOS,2852.39
2025-02-10 08:45:00,Bullish BOS,2886.68
2025-02-10 06:00:00,Bullish BOS,2876.54
2025-02-10 08:00:00,Bullish BOS,2880.11
2025-02-10 14:00:00,Bullish BOS,2906.26
2025-02-11 01:00:00,Bullish BOS,2910.83
2025-02-11 14:45:00,Bearish BOS,2896.36
2025-02-11 01:15:00,Bullish BOS,2911.77
2025-02-11 02:45:00,Bullish BOS,2921.67
2025-02-11 08:00:00,Bullish BOS,2925.71
2025-02-13 23:30:00,Bullish BOS,2929.26
2025-02-11 14:00:00,Bearish BOS,2901.82
2025-02-12 12:30:00,Bearish BOS,2881.81
2025-02-12 19:00:00,Bullish BOS,2908.61
2025-02-12 02:30:00,Bearish BOS,2894.06
2025-02-12 12:30:00,Bearish BOS,2883.77
2025-02-12 12:30:00,Bearish BOS,2883.66
2025-02-12 15:00:00,Bearish BOS,2879.38
2025-02-12 15:00:00,Bearish BOS,2878.88
2025-02-28 06:15:00,Bearish BOS,2863.54
2025-02-12 18:45:00,Bullish BOS,2898.0
2025-02-13 05:15:00,Bullish BOS,2909.15
2025-02-13 20:45:00,Bullish BOS,2922.71
2025-02-13 15:45:00,Bearish BOS,2909.56
2025-02-14 17:15:00,Bearish BOS,2905.89
2025-02-13 20:45:00,Bullish BOS,2920.95
2025-02-13 22:30:00,Bullish BOS,2927.37
2025-02-14 08:15:00,Bullish BOS,2932.37
2025-02-14 11:00:00,Bullish BOS,2936.84
2025-02-14 12:15:00,Bullish BOS,2938.46
2025-02-14 17:15:00,Bearish BOS,2913.82
2025-02-27 16:45:00,Bearish BOS,2877.03
2025-02-18 05:00:00,Bullish BOS,2904.87
2025-02-18 05:00:00,Bullish BOS,2905.24
2025-02-27 10:00:00,Bearish BOS,2888.15
2025-02-18 05:00:00,Bullish BOS,2906.4
2025-02-18 03:15:00,Bearish BOS,2895.43
2025-02-18 05:00:00,Bullish BOS,2904.07
2025-02-18 14:30:00,Bullish BOS,2915.54
2025-02-25 17:30:00,Bearish BOS,2908.24
2025-02-25 17:30:00,Bearish BOS,2906.95
2025-02-18 21:30:00,Bullish BOS,2933.75
2025-02-19 03:45:00,Bullish BOS,2937.05
2025-02-19 17:45:00,Bearish BOS,2927.61
2025-02-19 11:00:00,Bullish BOS,2939.53
2025-02-19 19:30:00,Bearish BOS,2924.16
2025-02-20 08:45:00,Bullish BOS,2947.05
2025-02-19 17:45:00,Bearish BOS,2930.28
2025-02-19 19:30:00,Bearish BOS,2923.01
2025-02-25 17:15:00,Bearish BOS,2918.61
2025-02-20 02:00:00,Bullish BOS,2937.48
2025-02-20 05:00:00,Bullish BOS,2942.45
2025-02-20 07:15:00,Bullish BOS,2944.05
2025-03-13 16:30:00,Bullish BOS,2954.91
2025-02-20 15:45:00,Bearish BOS,2939.02
2025-02-21 10:00:00,Bearish BOS,2924.26
2025-02-21 03:30:00,Bearish BOS,2937.01
2025-02-24 15:00:00,Bullish BOS,2949.59
2025-02-21 10:00:00,Bearish BOS,2926.2
2025-02-21 10:00:00,Bearish BOS,2924.22
2025-02-25 17:15:00,Bearish BOS,2916.74
2025-02-21 18:30:00,Bullish BOS,2936.06
2025-02-21 17:15:00,Bearish BOS,2926.84
2025-02-21 19:30:00,Bullish BOS,2938.97
2025-02-25 17:15:00,Bearish BOS,2921.76
2025-02-24 09:30:00,Bullish BOS,2942.72
2025-02-25 17:15:00,Bearish BOS,2921.33
2025-02-24 10:45:00,Bullish BOS,2944.64
2025-02-25 09:30:00,Bearish BOS,2935.37
2025-02-24 10:45:00,Bullish BOS,2944.84
2025-02-24 15:00:00,Bullish BOS,2948.74
2025-02-25 09:30:00,Bearish BOS,2934.91
2025-02-24 15:30:00,Bullish BOS,2951.12
2025-03-13 16:30:00,Bullish BOS,2956.18
2025-02-25 14:30:00,Bearish BOS,2930.78
2025-02-25 09:45:00,Bearish BOS,2933.58
2025-02-25 14:30:00,Bearish BOS,2929.52
2025-02-25 16:15:00,Bullish BOS,2942.43
2025-02-25 17:15:00,Bearish BOS,2924.03
2025-03-13 05:30:00,Bullish BOS,2944.84
2025-02-27 10:00:00,Bearish BOS,2888.27
2025-03-12 18:00:00,Bullish BOS,2930.08
2025-02-26 08:00:00,Bearish BOS,2912.68
2025-02-26 16:00:00,Bearish BOS,2905.8
2025-02-27 01:30:00,Bullish BOS,2918.9
2025-02-27 09:30:00,Bearish BOS,2890.77
2025-02-27 10:00:00,Bearish BOS,2888.61
2025-02-27 16:45:00,Bearish BOS,2877.1
2025-02-27 16:45:00,Bearish BOS,2881.13
2025-03-03 18:30:00,Bullish BOS,2892.31
2025-02-28 05:30:00,Bearish BOS,2867.79
2025-03-03 17:15:00,Bullish BOS,2885.05
2025-02-28 10:15:00,Bearish BOS,2856.98
2025-02-28 15:45:00,Bearish BOS,2851.05
2025-03-03 01:00:00,Bullish BOS,2864.93
2025-03-03 16:30:00,Bullish BOS,2876.88
2025-03-03 12:45:00,Bullish BOS,2871.43
2025-03-03 16:30:00,Bullish BOS,2877.65
2025-03-03 23:15:00,Bullish BOS,2893.09
2025-03-04 09:15:00,Bullish BOS,2895.29
2025-03-04 09:15:00,Bullish BOS,2894.45
2025-03-04 14:15:00,Bullish BOS,2921.35
2025-03-05 18:15:00,Bullish BOS,2927.76
2025-03-05 15:30:00,Bearish BOS,2900.34
2025-03-05 10:00:00,Bullish BOS,2920.52
2025-03-05 03:00:00,Bearish BOS,2912.24
2025-03-05 15:30:00,Bearish BOS,2903.59
2025-03-05 15:30:00,Bearish BOS,2902.16
2025-03-05 18:00:00,Bullish BOS,2921.63
2025-03-05 18:00:00,Bullish BOS,2922.53
2025-03-05 15:30:00,Bearish BOS,2909.07
2025-03-06 11:45:00,Bearish BOS,2894.3
2025-03-12 18:00:00,Bullish BOS,2930.06
2025-03-07 16:45:00,Bullish BOS,2926.52
2025-03-06 09:45:00,Bearish BOS,2914.53
2025-03-10 19:30:00,Bearish BOS,2891.12
2025-03-07 15:30:00,Bullish BOS,2922.67
2025-03-07 02:00:00,Bearish BOS,2908.31
2025-03-10 19:00:00,Bearish BOS,2894.8
2025-03-07 08:30:00,Bullish BOS,2912.58
2025-03-07 16:45:00,Bullish BOS,2923.02
2025-03-07 15:15:00,Bearish BOS,2916.73
2025-03-07 16:45:00,Bullish BOS,2926.37
2025-03-10 10:30:00,Bearish BOS,2903.5
2025-03-12 18:00:00,Bullish BOS,2930.33
2025-03-10 10:30:00,Bearish BOS,2902.0
2025-03-10 01:15:00,Bullish BOS,2915.14
2025-03-11 15:30:00,Bullish BOS,2918.22
2025-03-10 07:15:00,Bearish BOS,2908.16
2025-03-10 18:45:00,Bearish BOS,2896.81
2025-03-10 19:00:00,Bearish BOS,2895.7
2025-03-11 11:15:00,Bullish BOS,2910.52
2025-03-11 08:45:00,Bullish BOS,2900.49
2025-03-11 10:00:00,Bullish BOS,2903.49
2025-03-11 15:30:00,Bullish BOS,2915.91
2025-03-12 10:45:00,Bullish BOS,2922.03
2025-03-12 10:45:00,Bullish BOS,2921.34
2025-03-12 15:15:00,Bearish BOS,2910.88
2025-03-12 08:00:00,Bullish BOS,2919.84
2025-03-12 10:45:00,Bullish BOS,2921.14
2025-03-12 17:00:00,Bullish BOS,2925.47
2025-03-13 03:00:00,Bullish BOS,2940.63
2025-03-13 04:30:00,Bullish BOS,2941.55
2025-03-13 11:30:00,Bullish BOS,2947.13
2025-03-13 15:30:00,Bullish BOS,2948.83
2025-03-13 15:30:00,Bullish BOS,2949.17
2025-03-13 22:30:00,Bullish BOS,2985.25
2025-03-13 22:30:00,Bullish BOS,2985.46
2025-03-14 11:00:00,Bullish BOS,2993.91
2025-04-07 03:45:00,Bearish BOS,2980.84
2025-03-18 03:45:00,Bullish BOS,3004.85
2025-04-07 19:15:00,Bearish BOS,2978.45
2025-03-17 11:30:00,Bullish BOS,2994.02
2025-04-07 03:00:00,Bearish BOS,2982.22
2025-03-17 22:30:00,Bullish BOS,3001.19
2025-03-18 09:00:00,Bullish BOS,3017.08
2025-03-18 14:00:00,Bullish BOS,3028.48
2025-03-19 07:00:00,Bullish BOS,3038.26
2025-03-19 07:00:00,Bullish BOS,3037.89
2025-03-19 10:45:00,Bearish BOS,3027.4
2025-03-19 20:30:00,Bullish BOS,3045.32
2025-03-21 15:30:00,Bearish BOS,3022.89
2025-03-20 02:00:00,Bullish BOS,3051.84
2025-03-20 06:30:00,Bullish BOS,3056.03
2025-03-27 16:45:00,Bullish BOS,3057.26
2025-03-20 12:00:00,Bearish BOS,3038.52
2025-03-21 07:30:00,Bearish BOS,3025.52
2025-03-20 20:00:00,Bullish BOS,3042.98
2025-03-21 01:45:00,Bullish BOS,3046.05
2025-03-21 15:30:00,Bearish BOS,3021.59
2025-03-21 13:30:00,Bullish BOS,3034.72
2025-03-21 15:30:00,Bearish BOS,3027.23
2025-03-27 11:45:00,Bullish BOS,3038.08
2025-04-07 02:15:00,Bearish BOS,2999.55
2025-03-24 10:30:00,Bullish BOS,3026.15
2025-03-24 16:30:00,Bearish BOS,3013.62
2025-03-24 11:00:00,Bullish BOS,3028.9
2025-03-24 12:15:00,Bullish BOS,3031.03
2025-03-27 05:45:00,Bullish BOS,3033.22
2025-03-24 20:00:00,Bearish BOS,3005.79
2025-04-07 02:15:00,Bearish BOS,3002.46
2025-03-25 05:30:00,Bullish BOS,3014.57
2025-03-25 05:30:00,Bullish BOS,3014.85
2025-04-07 02:15:00,Bearish BOS,3007.64
2025-03-25 07:00:00,Bullish BOS,3016.45
2025-03-25 11:45:00,Bullish BOS,3021.91
2025-03-27 06:15:00,Bullish BOS,3035.95
2025-03-26 09:30:00,Bullish BOS,3027.15
2025-04-07 01:45:00,Bearish BOS,3013.26
2025-03-27 05:30:00,Bullish BOS,3032.04
2025-04-07 01:15:00,Bearish BOS,3014.97
2025-04-07 01:45:00,Bearish BOS,3012.45
2025-03-27 04:30:00,Bullish BOS,3028.36
2025-03-27 11:45:00,Bullish BOS,3038.54
2025-03-27 16:45:00,Bullish BOS,3055.78
2025-03-27 16:45:00,Bullish BOS,3055.91
2025-04-04 18:15:00,Bearish BOS,3033.45
2025-03-28 02:15:00,Bullish BOS,3059.56
2025-03-28 07:30:00,Bullish BOS,3077.48
2025-03-31 01:00:00,Bullish BOS,3085.96
2025-04-03 15:30:00,Bearish BOS,3066.21
2025-03-28 15:45:00,Bullish BOS,3081.86
2025-03-31 01:00:00,Bullish BOS,3086.77
2025-04-03 15:30:00,Bearish BOS,3067.24
2025-03-31 05:00:00,Bullish BOS,3097.77
2025-03-31 08:45:00,Bullish BOS,3115.94
2025-04-01 04:00:00,Bullish BOS,3127.94
2025-03-31 16:30:00,Bearish BOS,3111.9
2025-04-01 03:45:00,Bullish BOS,3126.73
2025-04-03 13:45:00,Bearish BOS,3099.94
2025-04-01 03:45:00,Bullish BOS,3127.17
2025-04-01 02:30:00,Bullish BOS,3125.78
2025-04-03 02:00:00,Bullish BOS,3149.04
2025-04-01 18:30:00,Bearish BOS,3123.79
2025-04-03 13:45:00,Bearish BOS,3100.87
2025-04-02 03:15:00,Bullish BOS,3120.77
2025-04-03 13:15:00,Bearish BOS,3107.76
2025-04-03 01:00:00,Bullish BOS,3135.64
2025-04-02 23:15:00,Bullish BOS,3133.78
2025-04-03 13:15:00,Bearish BOS,3110.14
2025-04-02 23:15:00,Bullish BOS,3134.27
2025-04-03 13:45:00,Bearish BOS,3104.45
2025-04-10 18:15:00,Bullish BOS,3167.73
2025-04-03 13:15:00,Bearish BOS,3116.39
2025-04-04 17:00:00,Bearish BOS,3054.08
2025-04-10 17:00:00,Bullish BOS,3135.52
2025-04-04 05:30:00,Bearish BOS,3100.03
2025-04-04 14:00:00,Bullish BOS,3119.83
2025-04-04 05:15:00,Bearish BOS,3106.02
2025-04-04 11:15:00,Bearish BOS,3087.29
2025-04-04 15:45:00,Bearish BOS,3078.54
2025-04-10 17:00:00,Bullish BOS,3136.58
2025-04-07 01:15:00,Bearish BOS,3017.03
2025-04-07 01:15:00,Bearish BOS,3015.78
2025-04-07 04:30:00,Bullish BOS,3040.87
2025-04-07 19:45:00,Bearish BOS,2973.05
2025-04-07 20:00:00,Bearish BOS,2970.37
2025-04-09 14:15:00,Bullish BOS,3055.31
2025-04-07 16:30:00,Bearish BOS,3013.27
2025-04-09 10:30:00,Bullish BOS,3045.98
2025-04-07 16:30:00,Bearish BOS,3014.7
2025-04-07 17:45:00,Bearish BOS,3001.73
2025-04-09 09:45:00,Bullish BOS,3037.97
2025-04-08 03:15:00,Bullish BOS,2988.56
2025-04-08 08:45:00,Bullish BOS,3004.7
2025-04-08 14:45:00,Bullish BOS,3015.7
2025-04-09 09:00:00,Bullish BOS,3019.58
2025-04-09 09:15:00,Bullish BOS,3022.73
2025-04-09 02:30:00,Bearish BOS,2974.73
2025-04-09 07:45:00,Bullish BOS,3011.26
2025-04-09 14:15:00,Bullish BOS,3052.56
2025-04-09 16:45:00,Bullish BOS,3072.78
2025-04-09 18:45:00,Bullish BOS,3084.63
2025-04-10 05:00:00,Bullish BOS,3099.08
2025-04-10 05:00:00,Bullish BOS,3099.6
2025-04-10 05:00:00,Bullish BOS,3101.29
2025-04-10 16:15:00,Bullish BOS,3131.66
2025-04-10 16:15:00,Bullish BOS,3132.58
2025-04-10 10:30:00,Bearish BOS,3112.78
2025-04-10 23:45:00,Bullish BOS,3174.95
2025-04-11 01:00:00,Bullish BOS,3176.45
2025-04-11 12:30:00,Bullish BOS,3220.18
2025-04-11 12:45:00,Bullish BOS,3227.4
2025-04-11 16:30:00,Bullish BOS,3237.82
2025-04-14 13:15:00,Bearish BOS,3210.11
2025-04-16 02:45:00,Bullish BOS,3244.05
2025-04-16 02:45:00,Bullish BOS,3245.36
2025-04-14 01:15:00,Bearish BOS,3219.45
2025-04-14 13:15:00,Bearish BOS,3210.24
2025-04-16 02:45:00,Bullish BOS,3245.69
2025-04-14 11:00:00,Bearish BOS,3221.49
2025-04-16 01:30:00,Bullish BOS,3238.06
2025-04-14 13:15:00,Bearish BOS,3216.55
2025-04-14 16:00:00,Bearish BOS,3206.35
2025-05-14 15:45:00,Bearish BOS,3193.57
2025-04-15 04:00:00,Bullish BOS,3216.44
2025-04-15 04:00:00,Bullish BOS,3215.19
2025-04-15 06:45:00,Bullish BOS,3225.86
2025-04-16 01:15:00,Bullish BOS,3232.68
2025-04-15 16:30:00,Bearish BOS,3217.44
2025-04-16 01:00:00,Bullish BOS,3232.11
2025-04-15 16:45:00,Bearish BOS,3214.23
2025-05-01 14:45:00,Bearish BOS,3211.62
2025-04-15 20:30:00,Bullish BOS,3226.82
2025-04-15 22:00:00,Bullish BOS,3230.69
2025-04-16 06:15:00,Bullish BOS,3274.98
2025-04-16 06:15:00,Bullish BOS,3275.35
2025-04-16 18:30:00,Bullish BOS,3317.76
2025-04-16 18:15:00,Bullish BOS,3313.7
2025-04-16 18:30:00,Bullish BOS,3319.49
2025-04-16 23:45:00,Bullish BOS,3342.47
2025-04-21 03:30:00,Bullish BOS,3357.65
2025-04-17 10:15:00,Bearish BOS,3320.87
2025-04-17 17:00:00,Bearish BOS,3312.99
2025-04-17 15:00:00,Bullish BOS,3333.85
2025-04-21 01:15:00,Bullish BOS,3342.17
2025-04-23 16:45:00,Bearish BOS,3283.84
2025-04-21 08:45:00,Bullish BOS,3385.16
2025-04-21 13:00:00,Bullish BOS,3395.93
2025-04-21 14:30:00,Bullish BOS,3397.01
2025-04-21 14:30:00,Bullish BOS,3397.73
2025-04-22 19:15:00,Bearish BOS,3386.61
2025-04-22 01:00:00,Bullish BOS,3430.17
2025-04-22 19:15:00,Bearish BOS,3406.05
2025-04-22 01:00:00,Bullish BOS,3430.5
2025-04-22 04:30:00,Bullish BOS,3444.21
2025-04-22 16:30:00,Bearish BOS,3412.26
2025-04-22 09:00:00,Bullish BOS,3494.77
2025-09-02 04:30:00,Bullish BOS,3499.98
2025-04-22 15:45:00,Bearish BOS,3443.19
2025-04-22 19:15:00,Bearish BOS,3408.63
2025-04-23 01:00:00,Bearish BOS,3372.09
2025-04-23 01:00:00,Bearish BOS,3366.78
2025-04-23 09:30:00,Bearish BOS,3312.89
2025-05-06 15:30:00,Bullish BOS,3386.58
2025-04-23 16:45:00,Bearish BOS,3291.82
2025-05-01 03:15:00,Bearish BOS,3259.98
2025-04-24 01:00:00,Bullish BOS,3305.51
2025-05-06 04:30:00,Bullish BOS,3367.17
2025-04-24 17:00:00,Bearish BOS,3314.81
2025-04-24 23:30:00,Bullish BOS,3342.91
2025-04-24 23:30:00,Bullish BOS,3344.38
2025-04-25 08:45:00,Bearish BOS,3306.97
2025-05-06 04:30:00,Bullish BOS,3370.76
2025-04-25 06:30:00,Bearish BOS,3343.02
2025-04-25 16:00:00,Bearish BOS,3287.22
2025-04-25 16:00:00,Bearish BOS,3287.99
2025-05-01 03:15:00,Bearish BOS,3265.19
2025-04-25 22:30:00,Bullish BOS,3297.06
2025-04-28 19:30:00,Bullish BOS,3337.54
2025-05-01 03:15:00,Bearish BOS,3268.19
2025-04-28 15:15:00,Bullish BOS,3300.91
2025-04-28 12:45:00,Bearish BOS,3277.66
2025-04-30 13:45:00,Bearish BOS,3273.28
2025-04-28 17:15:00,Bullish BOS,3302.21
2025-04-28 21:15:00,Bullish BOS,3339.25
2025-05-06 04:00:00,Bullish BOS,3353.0
2025-04-29 03:15:00,Bearish BOS,3332.4
2025-04-29 08:00:00,Bearish BOS,3308.09
2025-04-30 06:45:00,Bearish BOS,3305.07
2025-04-29 19:30:00,Bullish BOS,3323.79
2025-04-29 19:30:00,Bullish BOS,3324.86
2025-04-30 06:45:00,Bearish BOS,3306.24
2025-04-30 11:00:00,Bearish BOS,3300.6
2025-04-29 19:30:00,Bullish BOS,3321.2
2025-04-30 11:00:00,Bearish BOS,3299.69
2025-05-05 22:15:00,Bullish BOS,3329.93
2025-04-30 04:45:00,Bearish BOS,3310.99
2025-05-05 22:15:00,Bullish BOS,3328.02
2025-04-30 11:00:00,Bearish BOS,3301.35
2025-05-01 03:15:00,Bearish BOS,3268.28
2025-05-01 03:15:00,Bearish BOS,3267.13
2025-05-05 15:30:00,Bullish BOS,3319.68
2025-05-01 03:15:00,Bearish BOS,3271.36
2025-05-01 12:45:00,Bearish BOS,3221.24
2025-05-01 14:45:00,Bearish BOS,3213.63
2025-05-14 15:30:00,Bearish BOS,3201.91
2025-05-01 23:00:00,Bullish BOS,3232.98
2025-05-14 15:30:00,Bearish BOS,3205.04
2025-05-02 05:15:00,Bullish BOS,3243.45
2025-05-02 05:15:00,Bullish BOS,3244.27
2025-05-02 19:45:00,Bearish BOS,3227.53
2025-05-02 10:30:00,Bullish BOS,3258.67
2025-05-02 12:30:00,Bullish BOS,3262.34
2025-05-02 16:00:00,Bearish BOS,3246.44
2025-05-02 12:30:00,Bullish BOS,3263.15
2025-05-05 05:30:00,Bullish BOS,3267.13
2025-05-05 05:45:00,Bullish BOS,3269.28
2025-05-02 18:30:00,Bearish BOS,3239.59
2025-05-12 10:30:00,Bearish BOS,3222.78
2025-05-05 04:00:00,Bullish BOS,3252.2
2025-05-05 11:30:00,Bullish BOS,3272.29
2025-05-05 15:30:00,Bullish BOS,3318.94
2025-05-05 22:15:00,Bullish BOS,3328.77
2025-05-08 20:00:00,Bearish BOS,3305.65
2025-05-06 04:00:00,Bullish BOS,3338.0
2025-05-08 19:00:00,Bearish BOS,3323.52
2025-05-06 15:30:00,Bullish BOS,3386.99
2025-05-08 09:00:00,Bearish BOS,3350.2
2025-05-06 12:45:00,Bullish BOS,3383.06
2025-05-06 15:30:00,Bullish BOS,3383.78
