time,type,top,bottom,gap_size
2025-06-13 18:30:00,BULLISH_FVG,1.35925,1.35787,0.00138
2025-06-13 20:30:00,BEARISH_FVG,1.35877,1.35824,0.00053
2025-06-16 00:15:00,BEARISH_FVG,1.35649,1.3557,0.00079
2025-06-16 01:45:00,BULLISH_FVG,1.35541,1.35482,0.00059
2025-06-16 08:15:00,BULLISH_FVG,1.35579,1.35469,0.0011
2025-06-16 08:30:00,BULLISH_FVG,1.35669,1.35598,0.00071
2025-06-16 16:15:00,BULLISH_FVG,1.35935,1.35833,0.00102
2025-06-16 20:15:00,BEARISH_FVG,1.3603,1.35975,0.00055
2025-06-17 10:00:00,BEARISH_FVG,1.35705,1.35646,0.00059
2025-06-17 16:45:00,BEARISH_FVG,1.35567,1.35515,0.00052
2025-06-17 17:15:00,BEARISH_FVG,1.35424,1.3535,0.00074
2025-06-17 17:30:00,BEARISH_FVG,1.35348,1.35187,0.00161
2025-06-17 19:30:00,BEARISH_FVG,1.35054,1.34977,0.00077
2025-06-17 19:45:00,BEARISH_FVG,1.3495,1.34884,0.00066
2025-06-17 20:00:00,BEARISH_FVG,1.34876,1.34737,0.00139
2025-06-17 21:00:00,BEARISH_FVG,1.34562,1.34469,0.00093
2025-06-18 09:15:00,BULLISH_FVG,1.34558,1.34484,0.00074
2025-06-18 13:45:00,BEARISH_FVG,1.34589,1.34519,0.0007
2025-06-18 20:30:00,BEARISH_FVG,1.34552,1.34482,0.0007
2025-06-18 22:00:00,BEARISH_FVG,1.34345,1.34207,0.00138
2025-06-19 10:00:00,BULLISH_FVG,1.34024,1.33967,0.00057
2025-06-19 14:00:00,BEARISH_FVG,1.34293,1.34242,0.00051
2025-06-19 14:30:00,BULLISH_FVG,1.34303,1.34242,0.00061
2025-06-19 20:45:00,BULLISH_FVG,1.34422,1.34341,0.00081
2025-06-19 21:00:00,BULLISH_FVG,1.34512,1.34422,0.0009
2025-06-20 09:15:00,BEARISH_FVG,1.34921,1.3486,0.00061
2025-06-20 09:45:00,BEARISH_FVG,1.34793,1.34732,0.00061
2025-06-20 11:45:00,BULLISH_FVG,1.34855,1.34775,0.0008
2025-06-20 23:00:00,BEARISH_FVG,1.34571,1.34518,0.00053
2025-06-23 00:00:00,BEARISH_FVG,1.34409,1.34056,0.00353
2025-06-23 00:15:00,BEARISH_FVG,1.34402,1.34054,0.00348
2025-06-23 01:15:00,BULLISH_FVG,1.34173,1.34013,0.0016
2025-06-23 03:15:00,BEARISH_FVG,1.3432,1.34215,0.00105
2025-06-23 05:15:00,BULLISH_FVG,1.34297,1.34236,0.00061
2025-06-23 12:00:00,BEARISH_FVG,1.34291,1.34161,0.0013
2025-06-23 12:15:00,BEARISH_FVG,1.34128,1.33971,0.00157
2025-06-23 16:45:00,BULLISH_FVG,1.34166,1.3398,0.00186
2025-06-23 17:15:00,BULLISH_FVG,1.34606,1.34293,0.00313
2025-06-23 20:30:00,BULLISH_FVG,1.35114,1.35009,0.00105
2025-06-24 01:15:00,BULLISH_FVG,1.35345,1.35192,0.00153
2025-06-24 05:30:00,BULLISH_FVG,1.35476,1.35416,0.0006
2025-06-24 09:30:00,BULLISH_FVG,1.35822,1.35768,0.00054
2025-06-24 17:15:00,BULLISH_FVG,1.36153,1.35984,0.00169
2025-06-24 17:30:00,BULLISH_FVG,1.36252,1.36175,0.00077
2025-06-24 19:30:00,BULLISH_FVG,1.36206,1.36152,0.00054
2025-06-25 12:15:00,BEARISH_FVG,1.3618,1.36104,0.00076
2025-06-25 19:15:00,BULLISH_FVG,1.36359,1.36242,0.00117
2025-06-26 00:15:00,BEARISH_FVG,1.36603,1.36536,0.00067
2025-06-26 02:15:00,BULLISH_FVG,1.36742,1.36657,0.00085
2025-06-26 06:00:00,BULLISH_FVG,1.37049,1.36981,0.00068
2025-06-26 07:15:00,BEARISH_FVG,1.3709,1.37038,0.00052
2025-06-26 10:00:00,BULLISH_FVG,1.37177,1.37105,0.00072
2025-06-26 10:15:00,BULLISH_FVG,1.37256,1.37181,0.00075
2025-06-26 11:15:00,BULLISH_FVG,1.37483,1.37395,0.00088
2025-06-26 14:00:00,BEARISH_FVG,1.37385,1.37286,0.00099
2025-06-26 14:15:00,BEARISH_FVG,1.37275,1.37178,0.00097
2025-06-26 18:45:00,BULLISH_FVG,1.37418,1.37338,0.0008
2025-06-26 22:15:00,BEARISH_FVG,1.37468,1.37351,0.00117
2025-06-27 05:00:00,BULLISH_FVG,1.3735,1.37299,0.00051
2025-06-27 07:00:00,BEARISH_FVG,1.37443,1.37371,0.00072
2025-06-27 10:00:00,BULLISH_FVG,1.37421,1.37355,0.00066
2025-06-27 13:30:00,BEARISH_FVG,1.37375,1.37292,0.00083
2025-06-27 22:00:00,BULLISH_FVG,1.36951,1.36869,0.00082
2025-06-30 00:00:00,BEARISH_FVG,1.37131,1.37079,0.00052
2025-06-30 04:30:00,BULLISH_FVG,1.37193,1.37139,0.00054
2025-06-30 17:30:00,BULLISH_FVG,1.36972,1.36912,0.0006
2025-07-01 04:45:00,BEARISH_FVG,1.37388,1.37336,0.00052
2025-07-01 10:15:00,BULLISH_FVG,1.37488,1.37437,0.00051
2025-07-02 05:00:00,BEARISH_FVG,1.37469,1.37385,0.00084
2025-07-02 08:15:00,BEARISH_FVG,1.37428,1.37367,0.00061
2025-07-02 15:00:00,BEARISH_FVG,1.36998,1.36662,0.00336
2025-07-02 15:45:00,BEARISH_FVG,1.36354,1.36203,0.00151
2025-07-03 00:30:00,BULLISH_FVG,1.36434,1.36364,0.0007
2025-07-03 12:00:00,BULLISH_FVG,1.36606,1.36506,0.001
2025-07-03 12:15:00,BULLISH_FVG,1.36589,1.36517,0.00072
2025-07-03 15:45:00,BEARISH_FVG,1.36504,1.36174,0.0033
2025-07-03 16:15:00,BULLISH_FVG,1.36334,1.36174,0.0016
2025-07-03 16:30:00,BULLISH_FVG,1.36432,1.36339,0.00093
2025-07-03 17:15:00,BEARISH_FVG,1.36509,1.36421,0.00088
2025-07-04 02:45:00,BULLISH_FVG,1.36624,1.36564,0.0006
2025-07-04 13:45:00,BEARISH_FVG,1.36539,1.36489,0.0005
2025-07-07 11:15:00,BEARISH_FVG,1.36032,1.35979,0.00053
2025-07-07 13:00:00,BULLISH_FVG,1.35987,1.35913,0.00074
2025-07-07 19:30:00,BEARISH_FVG,1.36323,1.3623,0.00093
2025-07-07 23:15:00,BEARISH_FVG,1.36085,1.36028,0.00057
2025-07-08 11:30:00,BEARISH_FVG,1.36308,1.36251,0.00057
2025-07-08 13:00:00,BEARISH_FVG,1.36046,1.35947,0.00099
2025-07-08 16:30:00,BEARISH_FVG,1.35601,1.35546,0.00055
2025-07-08 17:15:00,BEARISH_FVG,1.35518,1.35421,0.00097
2025-07-08 18:30:00,BULLISH_FVG,1.35607,1.35549,0.00058
2025-07-09 05:45:00,BEARISH_FVG,1.35806,1.35735,0.00071
2025-07-09 07:45:00,BULLISH_FVG,1.3579,1.35726,0.00064
2025-07-09 16:00:00,BULLISH_FVG,1.36028,1.35942,0.00086
2025-07-09 16:45:00,BEARISH_FVG,1.36017,1.35924,0.00093
2025-07-09 17:15:00,BULLISH_FVG,1.36011,1.35924,0.00087
2025-07-09 17:45:00,BEARISH_FVG,1.36011,1.3596,0.00051
2025-07-10 14:15:00,BEARISH_FVG,1.35966,1.35902,0.00064
2025-07-10 14:45:00,BEARISH_FVG,1.35852,1.35798,0.00054
2025-07-11 03:30:00,BEARISH_FVG,1.35666,1.35554,0.00112
2025-07-11 07:30:00,BEARISH_FVG,1.35604,1.35545,0.00059
2025-07-11 09:15:00,BEARISH_FVG,1.35581,1.35482,0.00099
2025-07-11 11:00:00,BEARISH_FVG,1.35496,1.35422,0.00074
2025-07-11 15:00:00,BEARISH_FVG,1.35111,1.35037,0.00074
2025-07-11 17:00:00,BEARISH_FVG,1.35053,1.34956,0.00097
2025-07-11 17:45:00,BULLISH_FVG,1.34955,1.34903,0.00052
2025-07-11 23:30:00,BEARISH_FVG,1.34943,1.34887,0.00056
2025-07-14 05:45:00,BEARISH_FVG,1.34819,1.34765,0.00054
2025-07-14 10:30:00,BULLISH_FVG,1.34768,1.34638,0.0013
2025-07-14 17:45:00,BEARISH_FVG,1.34706,1.34598,0.00108
2025-07-14 18:00:00,BEARISH_FVG,1.34563,1.34483,0.0008
2025-07-14 19:00:00,BEARISH_FVG,1.34458,1.3438,0.00078
2025-07-15 03:15:00,BULLISH_FVG,1.34341,1.34281,0.0006
2025-07-15 16:45:00,BEARISH_FVG,1.34272,1.34107,0.00165
2025-07-16 18:00:00,BULLISH_FVG,1.33914,1.33778,0.00136
2025-07-16 18:15:00,BULLISH_FVG,1.34119,1.34005,0.00114
2025-07-16 18:30:00,BULLISH_FVG,1.34521,1.34172,0.00349
2025-07-16 19:00:00,BEARISH_FVG,1.34521,1.34454,0.00067
2025-07-16 21:00:00,BEARISH_FVG,1.34273,1.34218,0.00055
2025-07-17 11:45:00,BULLISH_FVG,1.34,1.33917,0.00083
2025-07-17 19:45:00,BEARISH_FVG,1.34141,1.34045,0.00096
2025-07-18 01:45:00,BULLISH_FVG,1.34267,1.34208,0.00059
2025-07-18 10:00:00,BULLISH_FVG,1.34298,1.34238,0.0006
2025-07-18 14:00:00,BULLISH_FVG,1.34501,1.34445,0.00056
2025-07-21 03:45:00,BEARISH_FVG,1.34133,1.34069,0.00064
2025-07-21 09:30:00,BULLISH_FVG,1.34331,1.34269,0.00062
2025-07-21 14:00:00,BULLISH_FVG,1.34558,1.34503,0.00055
2025-07-21 17:15:00,BULLISH_FVG,1.34816,1.3476,0.00056
2025-07-21 18:15:00,BULLISH_FVG,1.35019,1.34943,0.00076
2025-07-22 15:00:00,BULLISH_FVG,1.34843,1.34785,0.00058
2025-07-22 18:00:00,BULLISH_FVG,1.34953,1.34861,0.00092
2025-07-23 06:30:00,BULLISH_FVG,1.3531,1.35229,0.00081
2025-07-23 17:00:00,BULLISH_FVG,1.35437,1.35332,0.00105
2025-07-24 11:45:00,BEARISH_FVG,1.35601,1.35529,0.00072
2025-07-25 12:15:00,BEARISH_FVG,1.34613,1.3456,0.00053
2025-07-25 15:45:00,BEARISH_FVG,1.34445,1.34335,0.0011
2025-07-28 00:45:00,BULLISH_FVG,1.3439,1.34334,0.00056
2025-07-28 04:45:00,BEARISH_FVG,1.34434,1.34372,0.00062
2025-07-28 09:30:00,BEARISH_FVG,1.34216,1.34129,0.00087
2025-07-28 15:00:00,BULLISH_FVG,1.34253,1.3417,0.00083
2025-07-28 18:45:00,BEARISH_FVG,1.34009,1.33958,0.00051
2025-07-28 19:15:00,BEARISH_FVG,1.33902,1.33823,0.00079
2025-07-29 09:45:00,BEARISH_FVG,1.33434,1.33377,0.00057
2025-07-29 14:45:00,BEARISH_FVG,1.33453,1.33394,0.00059
2025-07-29 16:00:00,BEARISH_FVG,1.33249,1.33198,0.00051
2025-07-29 21:45:00,BULLISH_FVG,1.33506,1.3342,0.00086
2025-07-30 04:30:00,BEARISH_FVG,1.33646,1.33594,0.00052
2025-07-30 13:30:00,BEARISH_FVG,1.33758,1.33696,0.00062
2025-07-30 15:30:00,BEARISH_FVG,1.3363,1.33527,0.00103
2025-07-30 15:45:00,BEARISH_FVG,1.33508,1.33301,0.00207
2025-07-30 16:00:00,BEARISH_FVG,1.33215,1.33128,0.00087
2025-07-30 21:45:00,BEARISH_FVG,1.3286,1.32727,0.00133
2025-07-30 22:00:00,BEARISH_FVG,1.32693,1.32507,0.00186
2025-07-31 00:00:00,BEARISH_FVG,1.32413,1.32345,0.00068
2025-07-31 01:15:00,BULLISH_FVG,1.32435,1.32352,0.00083
2025-07-31 03:15:00,BEARISH_FVG,1.3255,1.32493,0.00057
2025-07-31 10:30:00,BEARISH_FVG,1.32687,1.32572,0.00115
2025-07-31 11:30:00,BEARISH_FVG,1.32548,1.32487,0.00061
2025-07-31 17:30:00,BULLISH_FVG,1.32107,1.31969,0.00138
2025-07-31 23:00:00,BEARISH_FVG,1.32211,1.32096,0.00115
2025-08-01 04:45:00,BEARISH_FVG,1.32065,1.32002,0.00063
2025-08-01 11:45:00,BEARISH_FVG,1.31781,1.31691,0.0009
2025-08-01 15:45:00,BULLISH_FVG,1.32758,1.31625,0.01133
2025-08-01 20:15:00,BEARISH_FVG,1.32413,1.32264,0.00149
2025-08-01 22:45:00,BULLISH_FVG,1.32608,1.32398,0.0021
2025-08-04 03:15:00,BEARISH_FVG,1.32864,1.32746,0.00118
2025-08-04 03:30:00,BEARISH_FVG,1.32735,1.32672,0.00063
2025-08-04 05:00:00,BULLISH_FVG,1.32725,1.3266,0.00065
2025-08-04 12:15:00,BULLISH_FVG,1.32893,1.32791,0.00102
2025-08-04 13:15:00,BEARISH_FVG,1.32916,1.32841,0.00075
2025-08-04 14:00:00,BULLISH_FVG,1.32966,1.3282,0.00146
2025-08-04 17:30:00,BULLISH_FVG,1.33213,1.33162,0.00051
2025-08-04 18:00:00,BEARISH_FVG,1.33213,1.32991,0.00222
2025-08-05 12:15:00,BULLISH_FVG,1.32865,1.32803,0.00062
2025-08-05 18:15:00,BULLISH_FVG,1.32976,1.32904,0.00072
2025-08-06 18:15:00,BULLISH_FVG,1.33386,1.333,0.00086
2025-08-07 14:15:00,BULLISH_FVG,1.34055,1.33786,0.00269
2025-08-07 15:15:00,BULLISH_FVG,1.34232,1.34148,0.00084
2025-08-07 18:30:00,BULLISH_FVG,1.34138,1.34064,0.00074
2025-08-07 18:45:00,BULLISH_FVG,1.34222,1.34142,0.0008
2025-08-07 22:45:00,BULLISH_FVG,1.3429,1.34144,0.00146
2025-08-08 10:15:00,BULLISH_FVG,1.3439,1.34298,0.00092
2025-08-08 12:45:00,BULLISH_FVG,1.34435,1.34374,0.00061
2025-08-08 13:30:00,BEARISH_FVG,1.34414,1.34361,0.00053
2025-08-08 18:15:00,BULLISH_FVG,1.34456,1.34394,0.00062
2025-08-11 17:15:00,BEARISH_FVG,1.3419,1.34134,0.00056
2025-08-12 09:15:00,BULLISH_FVG,1.34307,1.3425,0.00057
2025-08-12 15:45:00,BULLISH_FVG,1.34773,1.3463,0.00143
2025-08-13 10:15:00,BULLISH_FVG,1.35345,1.35165,0.0018
2025-08-13 12:15:00,BULLISH_FVG,1.35662,1.35596,0.00066
2025-08-13 18:00:00,BEARISH_FVG,1.35783,1.3572,0.00063
2025-08-14 00:00:00,BEARISH_FVG,1.35774,1.35659,0.00115
2025-08-14 00:15:00,BEARISH_FVG,1.35761,1.35684,0.00077
2025-08-14 17:30:00,BULLISH_FVG,1.35489,1.35416,0.00073
2025-08-18 09:30:00,BEARISH_FVG,1.35552,1.35468,0.00084
2025-08-18 11:00:00,BEARISH_FVG,1.35461,1.35403,0.00058
2025-08-18 17:45:00,BEARISH_FVG,1.35338,1.35265,0.00073
2025-08-18 18:00:00,BEARISH_FVG,1.3526,1.35185,0.00075
2025-08-19 15:45:00,BEARISH_FVG,1.35167,1.35107,0.0006
2025-08-20 03:15:00,BEARISH_FVG,1.3484,1.34779,0.00061
2025-08-20 09:15:00,BULLISH_FVG,1.34937,1.3488,0.00057
2025-08-21 13:15:00,BEARISH_FVG,1.34746,1.34691,0.00055
2025-08-21 14:30:00,BEARISH_FVG,1.34669,1.34606,0.00063
2025-08-21 16:45:00,BEARISH_FVG,1.34463,1.34389,0.00074
2025-08-22 17:15:00,BULLISH_FVG,1.349,1.34312,0.00588
2025-08-22 18:00:00,BULLISH_FVG,1.3521,1.35157,0.00053
2025-08-22 20:30:00,BULLISH_FVG,1.35378,1.35325,0.00053
2025-08-25 09:15:00,BULLISH_FVG,1.35173,1.35103,0.0007
2025-08-25 14:15:00,BULLISH_FVG,1.34992,1.34902,0.0009
2025-08-25 14:30:00,BULLISH_FVG,1.35059,1.34999,0.0006
2025-08-25 21:45:00,BEARISH_FVG,1.34716,1.34629,0.00087
2025-08-25 22:15:00,BEARISH_FVG,1.3457,1.34509,0.00061
2025-08-26 03:15:00,BULLISH_FVG,1.3471,1.34537,0.00173
2025-08-26 04:15:00,BEARISH_FVG,1.34796,1.34732,0.00064
2025-08-26 05:45:00,BEARISH_FVG,1.34715,1.34658,0.00057
2025-08-26 06:15:00,BEARISH_FVG,1.34608,1.34549,0.00059
2025-08-26 09:15:00,BEARISH_FVG,1.34618,1.34555,0.00063
2025-08-26 10:15:00,BEARISH_FVG,1.34557,1.34483,0.00074
2025-08-26 13:00:00,BULLISH_FVG,1.34765,1.34709,0.00056
2025-08-26 22:00:00,BULLISH_FVG,1.34785,1.34732,0.00053
2025-08-27 10:30:00,BEARISH_FVG,1.34558,1.345,0.00058
2025-08-27 18:00:00,BULLISH_FVG,1.34594,1.34521,0.00073
2025-08-27 18:15:00,BULLISH_FVG,1.34665,1.34601,0.00064
2025-08-27 19:15:00,BULLISH_FVG,1.34749,1.34679,0.0007
2025-08-28 00:00:00,BEARISH_FVG,1.34946,1.34886,0.0006
2025-08-28 00:30:00,BULLISH_FVG,1.34939,1.34886,0.00053
2025-08-28 05:15:00,BULLISH_FVG,1.35111,1.35032,0.00079
2025-08-28 13:30:00,BULLISH_FVG,1.35165,1.35082,0.00083
2025-08-28 17:15:00,BULLISH_FVG,1.3518,1.35103,0.00077
2025-08-29 12:45:00,BEARISH_FVG,1.34733,1.34658,0.00075
2025-08-29 17:30:00,BULLISH_FVG,1.34824,1.34763,0.00061
2025-08-29 18:00:00,BULLISH_FVG,1.35022,1.34965,0.00057
2025-09-01 03:45:00,BULLISH_FVG,1.35156,1.35102,0.00054
2025-09-02 03:15:00,BEARISH_FVG,1.35455,1.35402,0.00053
2025-09-02 05:15:00,BEARISH_FVG,1.3534,1.35264,0.00076
2025-09-02 10:15:00,BEARISH_FVG,1.35236,1.34785,0.00451
2025-09-02 10:30:00,BEARISH_FVG,1.34621,1.34482,0.00139
2025-09-02 11:00:00,BEARISH_FVG,1.34255,1.3412,0.00135
2025-09-02 12:15:00,BEARISH_FVG,1.34055,1.33991,0.00064
2025-09-02 15:30:00,BEARISH_FVG,1.33729,1.33555,0.00174
2025-09-02 16:15:00,BULLISH_FVG,1.33636,1.33574,0.00062
2025-09-02 16:45:00,BULLISH_FVG,1.33845,1.33715,0.0013
2025-09-02 17:15:00,BULLISH_FVG,1.34024,1.33951,0.00073
2025-09-03 02:00:00,BEARISH_FVG,1.33926,1.3387,0.00056
2025-09-03 09:30:00,BULLISH_FVG,1.33777,1.33695,0.00082
2025-09-03 10:15:00,BEARISH_FVG,1.33729,1.33649,0.0008
2025-09-03 11:00:00,BULLISH_FVG,1.33652,1.33598,0.00054
2025-09-03 11:15:00,BULLISH_FVG,1.33798,1.33663,0.00135
2025-09-03 12:00:00,BULLISH_FVG,1.34039,1.33917,0.00122
2025-09-03 15:00:00,BULLISH_FVG,1.34099,1.34048,0.00051
2025-09-03 17:15:00,BULLISH_FVG,1.34344,1.34199,0.00145
2025-09-03 20:45:00,BEARISH_FVG,1.34533,1.34482,0.00051
2025-09-04 11:15:00,BULLISH_FVG,1.34386,1.34334,0.00052
2025-09-04 12:30:00,BEARISH_FVG,1.34465,1.34409,0.00056
2025-09-04 14:15:00,BEARISH_FVG,1.34481,1.34415,0.00066
2025-09-04 19:15:00,BEARISH_FVG,1.34346,1.34281,0.00065
2025-09-05 00:00:00,BEARISH_FVG,1.34346,1.34273,0.00073
2025-09-05 09:00:00,BULLISH_FVG,1.34603,1.34547,0.00056
2025-09-05 10:00:00,BEARISH_FVG,1.34659,1.34584,0.00075
2025-09-05 15:45:00,BULLISH_FVG,1.35061,1.34867,0.00194
2025-09-05 17:30:00,BEARISH_FVG,1.35415,1.35251,0.00164
2025-09-08 01:15:00,BEARISH_FVG,1.34975,1.34915,0.0006
2025-09-08 13:45:00,BULLISH_FVG,1.35205,1.35123,0.00082
2025-09-08 21:30:00,BULLISH_FVG,1.35437,1.3538,0.00057
2025-09-09 05:00:00,BULLISH_FVG,1.35668,1.35607,0.00061
2025-09-09 12:15:00,BULLISH_FVG,1.35799,1.35733,0.00066
2025-09-09 15:00:00,BEARISH_FVG,1.35667,1.35594,0.00073
2025-09-10 02:30:00,BEARISH_FVG,1.35275,1.3521,0.00065
2025-09-11 19:15:00,BULLISH_FVG,1.35758,1.35703,0.00055
2025-09-12 00:00:00,BEARISH_FVG,1.3575,1.35686,0.00064
2025-09-12 04:15:00,BEARISH_FVG,1.35697,1.35641,0.00056
2025-09-12 10:15:00,BULLISH_FVG,1.35671,1.35588,0.00083
2025-09-12 11:15:00,BEARISH_FVG,1.35617,1.35454,0.00163
2025-09-12 17:15:00,BULLISH_FVG,1.35544,1.35492,0.00052
2025-09-12 19:30:00,BULLISH_FVG,1.35544,1.35465,0.00079
2025-09-15 00:00:00,BEARISH_FVG,1.35549,1.35468,0.00081
2025-09-15 00:15:00,BEARISH_FVG,1.35501,1.35437,0.00064
2025-09-15 10:15:00,BULLISH_FVG,1.35767,1.35649,0.00118
2025-09-15 17:00:00,BEARISH_FVG,1.36019,1.35965,0.00054
2025-09-15 20:45:00,BULLISH_FVG,1.36046,1.35988,0.00058
2025-09-16 10:15:00,BULLISH_FVG,1.36359,1.36305,0.00054
2025-09-16 16:30:00,BULLISH_FVG,1.36523,1.36451,0.00072
2025-09-16 18:15:00,BEARISH_FVG,1.36547,1.36479,0.00068
2025-09-17 03:45:00,BEARISH_FVG,1.3656,1.36481,0.00079
2025-09-17 21:15:00,BULLISH_FVG,1.369,1.36676,0.00224
2025-09-17 21:45:00,BEARISH_FVG,1.369,1.36567,0.00333
2025-09-18 10:15:00,BULLISH_FVG,1.36126,1.3605,0.00076
2025-09-18 10:45:00,BULLISH_FVG,1.3632,1.36215,0.00105
2025-09-18 11:45:00,BULLISH_FVG,1.3638,1.36325,0.00055
2025-09-18 14:15:00,BEARISH_FVG,1.36465,1.36324,0.00141
2025-09-18 15:45:00,BEARISH_FVG,1.36154,1.36055,0.00099
2025-09-18 16:00:00,BEARISH_FVG,1.3601,1.35959,0.00051
2025-09-18 16:45:00,BEARISH_FVG,1.3577,1.35535,0.00235
2025-09-19 03:15:00,BEARISH_FVG,1.35535,1.35446,0.00089
2025-09-19 06:15:00,BULLISH_FVG,1.35471,1.35417,0.00054
2025-09-19 09:15:00,BEARISH_FVG,1.35408,1.35201,0.00207
2025-09-19 09:30:00,BEARISH_FVG,1.35187,1.35125,0.00062
2025-09-19 16:15:00,BULLISH_FVG,1.34819,1.34726,0.00093
2025-09-22 11:15:00,BULLISH_FVG,1.34934,1.34807,0.00127
2025-09-22 15:45:00,BULLISH_FVG,1.35038,1.34975,0.00063
2025-09-23 00:00:00,BEARISH_FVG,1.35137,1.35065,0.00072
2025-09-23 05:15:00,BEARISH_FVG,1.35221,1.3515,0.00071
2025-09-23 11:45:00,BEARISH_FVG,1.35159,1.35087,0.00072
2025-09-23 16:00:00,BULLISH_FVG,1.35244,1.3518,0.00064
2025-09-24 15:45:00,BEARISH_FVG,1.34632,1.34529,0.00103
2025-09-25 14:15:00,BEARISH_FVG,1.34464,1.34366,0.00098
2025-09-25 14:45:00,BEARISH_FVG,1.34303,1.34248,0.00055
2025-09-25 15:45:00,BEARISH_FVG,1.34119,1.33917,0.00202
2025-09-25 16:45:00,BEARISH_FVG,1.33833,1.33769,0.00064
2025-09-25 18:00:00,BEARISH_FVG,1.33548,1.33491,0.00057
2025-09-29 00:00:00,BEARISH_FVG,1.34002,1.33881,0.00121
2025-09-29 17:15:00,BEARISH_FVG,1.34374,1.34307,0.00067
2025-09-30 15:15:00,BULLISH_FVG,1.34435,1.34377,0.00058
2025-09-30 16:15:00,BEARISH_FVG,1.34377,1.34301,0.00076
2025-09-30 16:45:00,BULLISH_FVG,1.34363,1.34301,0.00062
2025-09-30 21:00:00,BEARISH_FVG,1.34594,1.34531,0.00063
2025-10-01 08:00:00,BULLISH_FVG,1.34592,1.34527,0.00065
2025-10-01 15:30:00,BULLISH_FVG,1.35007,1.34839,0.00168
2025-10-01 17:15:00,BEARISH_FVG,1.35111,1.3505,0.00061
2025-10-01 18:15:00,BEARISH_FVG,1.34941,1.34853,0.00088
2025-10-02 16:45:00,BEARISH_FVG,1.34518,1.34417,0.00101
2025-10-02 17:00:00,BEARISH_FVG,1.34363,1.34308,0.00055
2025-10-02 19:00:00,BULLISH_FVG,1.34198,1.34138,0.0006
2025-10-02 19:15:00,BULLISH_FVG,1.34282,1.34214,0.00068
2025-10-03 12:15:00,BEARISH_FVG,1.34565,1.34498,0.00067
2025-10-03 21:00:00,BEARISH_FVG,1.34783,1.3472,0.00063
2025-10-06 00:00:00,BEARISH_FVG,1.34765,1.34439,0.00326
2025-10-06 00:15:00,BEARISH_FVG,1.34746,1.34517,0.00229
2025-10-06 11:15:00,BEARISH_FVG,1.34359,1.34279,0.0008
2025-10-06 11:45:00,BULLISH_FVG,1.34343,1.34279,0.00064
2025-10-06 14:00:00,BEARISH_FVG,1.34314,1.34249,0.00065
2025-10-06 16:45:00,BULLISH_FVG,1.34546,1.34428,0.00118
2025-10-07 09:15:00,BEARISH_FVG,1.3456,1.34507,0.00053
2025-10-07 10:15:00,BEARISH_FVG,1.34497,1.34417,0.0008
2025-10-07 14:00:00,BEARISH_FVG,1.34398,1.34283,0.00115
2025-10-07 14:30:00,BEARISH_FVG,1.34177,1.34064,0.00113
2025-10-08 13:30:00,BULLISH_FVG,1.34198,1.3413,0.00068
2025-10-08 18:00:00,BEARISH_FVG,1.34338,1.34233,0.00105
2025-10-08 18:15:00,BEARISH_FVG,1.34192,1.34126,0.00066
2025-10-08 19:00:00,BEARISH_FVG,1.34019,1.33907,0.00112
2025-10-08 19:15:00,BEARISH_FVG,1.3387,1.33814,0.00056
2025-10-09 09:15:00,BEARISH_FVG,1.34051,1.33949,0.00102
2025-10-09 09:30:00,BEARISH_FVG,1.33886,1.33768,0.00118
2025-10-09 17:30:00,BEARISH_FVG,1.33483,1.33383,0.001
2025-10-09 18:30:00,BEARISH_FVG,1.33122,1.33018,0.00104
2025-10-10 00:30:00,BULLISH_FVG,1.33011,1.32956,0.00055
2025-10-10 13:45:00,BEARISH_FVG,1.32871,1.32821,0.0005
2025-10-10 14:00:00,BEARISH_FVG,1.32807,1.3275,0.00057
2025-10-10 18:00:00,BULLISH_FVG,1.33014,1.32942,0.00072
2025-10-10 18:15:00,BULLISH_FVG,1.33408,1.33096,0.00312
2025-10-13 10:00:00,BEARISH_FVG,1.33597,1.33501,0.00096
2025-10-13 11:30:00,BEARISH_FVG,1.33321,1.33224,0.00097
2025-10-14 09:15:00,BEARISH_FVG,1.33396,1.33098,0.00298
2025-10-14 09:30:00,BEARISH_FVG,1.33037,1.32974,0.00063
2025-10-14 09:45:00,BEARISH_FVG,1.32924,1.32836,0.00088
2025-10-14 10:30:00,BEARISH_FVG,1.32693,1.32637,0.00056
2025-10-14 16:15:00,BULLISH_FVG,1.32762,1.32626,0.00136
2025-10-14 19:00:00,BULLISH_FVG,1.33071,1.33017,0.00054
2025-10-15 05:15:00,BULLISH_FVG,1.33465,1.33404,0.00061
2025-10-15 17:15:00,BULLISH_FVG,1.33586,1.3353,0.00056
2025-10-15 18:15:00,BULLISH_FVG,1.33732,1.33665,0.00067
2025-10-15 18:30:00,BULLISH_FVG,1.33929,1.33751,0.00178
2025-10-16 03:30:00,BULLISH_FVG,1.34135,1.34066,0.00069
2025-10-16 20:15:00,BULLISH_FVG,1.34393,1.34293,0.001
2025-10-17 11:15:00,BEARISH_FVG,1.34304,1.34223,0.00081
2025-10-17 18:45:00,BULLISH_FVG,1.34095,1.34011,0.00084
2025-10-17 21:30:00,BULLISH_FVG,1.34303,1.34234,0.00069
2025-10-20 09:15:00,BEARISH_FVG,1.34374,1.34317,0.00057
2025-10-20 13:15:00,BEARISH_FVG,1.34252,1.34192,0.0006
