sweep_time,choch_time,type,price
2026-06-08 11:30:00,2026-06-08 14:00:00,VALID_BULLISH_SWEEP,1.15118
2026-06-15 12:00:00,2026-06-15 15:45:00,VALID_BULLISH_SWEEP,1.16014
2026-06-16 09:45:00,2026-06-16 11:00:00,VALID_BULLISH_SWEEP,1.15832
